,Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster,MonetaryValue per 100 pounds
99,12486.0,1037.28,1,2010-10-04 12:14:00,67,3,10.3728
100,12487.0,285.29999999999995,1,2009-12-09 11:36:00,366,0,2.8529999999999998
102,12492.0,452.0,1,2010-11-01 14:58:00,39,3,4.52
103,12494.0,626.77,3,2010-12-09 11:31:00,1,3,6.2677
104,12495.0,357.4,1,2010-03-09 10:53:00,276,0,3.574
105,12496.0,54.09,2,2010-03-29 14:06:00,256,0,0.5409
107,12499.0,393.72,1,2010-05-28 15:12:00,196,0,3.9372000000000003
108,12500.0,1697.39,8,2010-09-30 18:45:00,71,2,16.9739
109,12503.0,1126.0,1,2010-05-04 13:59:00,220,0,11.26
110,12504.0,297.0,2,2010-10-18 15:09:00,53,3,2.97
111,12505.0,955.2,1,2010-10-27 09:18:00,44,3,9.552
112,12507.0,539.25,1,2010-05-04 09:23:00,220,0,5.3925
114,12511.0,3084.02,1,2010-10-07 10:39:00,64,1,30.8402
115,12514.0,580.08,1,2010-03-08 12:18:00,277,0,5.800800000000001
116,12516.0,1336.56,2,2010-10-05 09:43:00,66,1,13.365599999999999
117,12519.0,385.7,1,2010-08-20 08:21:00,112,3,3.8569999999999998
120,12525.0,973.73,3,2010-07-29 16:08:00,134,1,9.7373
121,12527.0,386.8,2,2010-08-02 12:23:00,130,3,3.8680000000000003
122,12529.0,316.48,1,2010-06-29 13:10:00,164,0,3.1648
123,12530.0,2096.98,5,2010-10-20 15:15:00,51,2,20.9698
124,12531.0,1807.98,1,2010-01-22 14:17:00,322,0,18.0798
125,12533.0,1367.89,2,2010-03-22 10:56:00,263,0,13.6789
126,12537.0,732.94,1,2010-10-27 08:36:00,44,3,7.329400000000001
127,12538.0,276.5,1,2010-11-26 13:02:00,14,3,2.765
130,12542.0,481.88,2,2010-08-12 19:12:00,120,3,4.8187999999999995
131,12543.0,980.25,1,2010-09-17 15:51:00,84,3,9.8025
132,12547.0,175.78,1,2010-07-27 13:55:00,136,3,1.7578
133,12549.0,1575.68,6,2010-05-13 12:05:00,211,1,15.7568
134,12553.0,916.47,2,2010-11-19 12:18:00,21,3,9.1647
135,12554.0,468.5,1,2010-09-17 12:29:00,84,3,4.685
136,12555.0,129.23,1,2010-01-26 16:26:00,318,0,1.2923
138,12562.0,1185.18,2,2010-11-19 09:35:00,21,1,11.8518
139,12563.0,249.24,1,2010-10-27 09:52:00,44,3,2.4924
141,12568.0,70.0,1,2010-03-05 09:15:00,280,0,0.7
142,12570.0,77.52,1,2010-01-26 17:28:00,318,0,0.7752
143,12573.0,556.87,4,2010-11-23 13:01:00,17,1,5.5687
144,12575.0,622.8199999999999,2,2010-09-08 13:09:00,93,3,6.228199999999999
145,12576.0,826.89,3,2010-11-12 12:44:00,28,1,8.2689
146,12577.0,995.9499999999999,5,2010-11-23 14:06:00,17,1,9.959499999999998
147,12578.0,1847.94,2,2010-11-19 17:21:00,21,1,18.479400000000002
148,12580.0,637.2,1,2010-05-12 11:45:00,212,0,6.372000000000001
149,12582.0,1469.04,2,2010-10-13 10:52:00,58,1,14.6904
151,12586.0,1865.73,3,2010-11-30 10:47:00,10,1,18.6573
152,12588.0,743.88,3,2010-11-05 12:53:00,35,3,7.4388
154,12591.0,899.3,2,2010-11-14 14:32:00,26,3,8.993
155,12592.0,2145.06,3,2010-07-08 14:26:00,155,1,21.450599999999998
156,12594.0,1751.89,5,2010-11-26 12:17:00,14,1,17.518900000000002
157,12595.0,299.02,1,2010-07-23 09:10:00,140,3,2.9901999999999997
158,12598.0,1511.01,3,2010-09-02 14:22:00,99,1,15.1101
159,12599.0,1264.14,6,2010-11-23 15:49:00,17,1,12.6414
161,12601.0,104.19999999999999,1,2010-10-31 10:57:00,40,3,1.0419999999999998
162,12605.0,1232.95,4,2010-11-28 14:18:00,12,1,12.329500000000001
163,12606.0,21.0,1,2010-01-26 16:23:00,318,0,0.21
164,12608.0,415.79,1,2010-10-31 10:49:00,40,3,4.157900000000001
165,12609.0,2309.01,6,2010-11-30 14:48:00,10,2,23.090100000000003
166,12613.0,3490.69,5,2010-11-16 17:17:00,24,2,34.9069
167,12615.0,3449.79,4,2010-10-22 09:45:00,49,2,34.4979
168,12616.0,417.8,1,2010-11-16 11:38:00,24,3,4.178
169,12619.0,140.14,1,2010-05-28 12:52:00,196,0,1.4013999999999998
171,12623.0,3442.7400000000002,6,2010-10-19 09:35:00,52,2,34.427400000000006
172,12625.0,2481.06,2,2010-07-18 15:56:00,145,1,24.8106
173,12629.0,1558.22,2,2010-11-19 09:18:00,21,1,15.5822
174,12631.0,2841.07,5,2010-09-09 14:50:00,92,2,28.410700000000002
175,12632.0,804.88,2,2010-07-07 09:39:00,156,3,8.0488
176,12633.0,3514.18,3,2010-11-22 13:09:00,18,2,35.141799999999996
177,12634.0,490.0,2,2010-06-22 10:05:00,171,0,4.9
178,12635.0,1241.23,2,2010-11-12 15:46:00,28,1,12.4123
179,12636.0,141.0,1,2009-12-01 09:55:00,374,0,1.41
180,12637.0,2318.41,4,2010-11-26 13:50:00,14,1,23.184099999999997
181,12638.0,249.8,1,2010-03-10 10:30:00,275,0,2.498
182,12639.0,826.27,2,2010-10-01 12:17:00,70,3,8.2627
184,12644.0,1440.58,3,2010-10-05 10:23:00,66,1,14.4058
185,12645.0,1764.12,4,2010-10-26 18:44:00,45,1,17.641199999999998
187,12648.0,793.95,3,2010-09-28 10:35:00,73,3,7.939500000000001
188,12649.0,1671.1399999999999,5,2010-11-22 12:57:00,18,1,16.711399999999998
189,12651.0,263.75,3,2010-11-26 11:58:00,14,3,2.6375
190,12652.0,97.05000000000001,1,2010-10-01 15:16:00,70,3,0.9705000000000001
191,12653.0,1950.98,1,2010-07-01 09:56:00,162,1,19.5098
192,12655.0,261.35,1,2010-10-12 09:17:00,59,3,2.6135
193,12656.0,2356.66,3,2010-10-10 10:43:00,61,1,23.566599999999998
194,12661.0,162.0,1,2010-09-29 16:46:00,72,3,1.62
195,12662.0,3138.2400000000002,10,2010-12-01 13:04:00,9,2,31.382400000000004
196,12663.0,239.4,2,2010-03-25 09:40:00,260,0,2.394
197,12664.0,1188.16,2,2010-07-13 13:28:00,150,1,11.8816
198,12665.0,250.6,2,2010-10-18 11:34:00,53,3,2.506
199,12666.0,1248.42,1,2010-11-10 16:40:00,30,3,12.484200000000001
201,12670.0,764.24,2,2010-11-19 10:05:00,21,3,7.6424
202,12671.0,2622.481,1,2010-04-12 16:30:00,242,1,26.22481
203,12672.0,211.15,1,2010-04-23 09:57:00,231,0,2.1115
204,12673.0,619.5,1,2010-11-03 10:46:00,37,3,6.195
205,12675.0,958.5,2,2010-06-04 09:49:00,189,0,9.585
206,12676.0,1511.7,5,2010-10-27 09:36:00,44,1,15.117
207,12677.0,395.1,2,2010-06-02 14:30:00,191,0,3.951
212,12686.0,89.14,1,2010-12-03 09:51:00,7,3,0.8914
213,12687.0,2138.91,2,2010-08-16 12:12:00,116,1,21.3891
214,12691.0,134.6,1,2010-10-15 12:00:00,56,3,1.3459999999999999
215,12692.0,110.95,1,2010-03-12 14:02:00,273,0,1.1095
216,12693.0,847.11,3,2010-11-08 14:57:00,32,1,8.4711
217,12694.0,973.68,1,2010-10-14 19:39:00,57,3,9.736799999999999
218,12695.0,825.02,3,2010-06-29 16:12:00,164,0,8.2502
219,12696.0,851.91,2,2010-10-01 10:43:00,70,3,8.5191
220,12698.0,339.75,1,2010-04-28 15:51:00,226,0,3.3975
221,12699.0,638.11,1,2010-10-18 12:07:00,53,3,6.3811
222,12701.0,1648.7,4,2010-06-28 13:44:00,165,1,16.487000000000002
223,12703.0,722.98,3,2010-03-16 13:22:00,269,0,7.2298
225,12708.0,2601.19,9,2010-12-06 10:43:00,4,2,26.0119
227,12711.0,1339.05,2,2010-04-07 11:59:00,247,0,13.3905
228,12712.0,2797.53,10,2010-12-09 11:39:00,1,2,27.9753
230,12717.0,277.93,1,2010-04-28 14:34:00,226,0,2.7793
231,12720.0,2478.94,6,2010-12-05 15:21:00,5,2,24.7894
232,12721.0,1356.95,2,2010-11-19 15:13:00,21,1,13.5695
233,12724.0,1286.11,3,2010-11-21 13:26:00,19,1,12.861099999999999
234,12725.0,2266.76,4,2010-12-03 15:45:00,7,1,22.667600000000004
235,12726.0,1405.5,4,2010-11-17 16:59:00,23,1,14.055
236,12727.0,1698.8300000000002,3,2010-09-23 10:45:00,78,1,16.988300000000002
237,12728.0,233.84,1,2010-11-21 11:34:00,19,3,2.3384
238,12730.0,829.25,1,2010-07-06 12:19:00,157,0,8.2925
240,12733.0,2040.92,3,2010-11-15 13:56:00,25,1,20.409200000000002
241,12734.0,529.25,2,2010-11-30 11:05:00,10,3,5.2925
242,12737.0,3710.5,2,2010-07-29 12:29:00,134,2,37.105
243,12738.0,155.35,1,2010-12-02 18:27:00,8,3,1.5534999999999999
244,12739.0,1713.69,2,2010-11-19 09:42:00,21,1,17.1369
245,12741.0,406.07,2,2010-06-28 14:36:00,165,0,4.0607
246,12742.0,1201.52,1,2010-03-24 12:43:00,261,0,12.0152
248,12745.0,925.41,3,2010-08-10 10:14:00,122,1,9.2541
249,12746.0,254.55,1,2010-06-17 10:41:00,176,0,2.5455
252,12749.0,2806.48,4,2010-11-05 13:56:00,35,2,28.0648
253,12751.0,268.27,1,2010-09-21 12:49:00,80,3,2.6826999999999996
256,12759.0,3489.3,5,2010-11-18 19:14:00,22,2,34.893
257,12760.0,347.8,1,2010-09-10 08:50:00,91,3,3.478
258,12761.0,782.95,2,2010-09-08 12:17:00,93,3,7.8295
259,12763.0,320.08,1,2010-12-05 15:46:00,5,3,3.2007999999999996
260,12765.0,1404.58,6,2010-08-24 13:51:00,108,1,14.0458
261,12766.0,3078.65,3,2010-12-08 13:53:00,2,2,30.7865
262,12767.0,949.82,1,2010-11-29 09:38:00,11,3,9.4982
263,12768.0,168.69000000000003,1,2010-09-15 12:08:00,86,3,1.6869000000000003
264,12770.0,1895.0,1,2010-09-09 11:43:00,92,1,18.95
265,12771.0,282.3,1,2010-08-11 11:51:00,121,3,2.823
266,12773.0,124.25,1,2010-05-24 17:30:00,200,0,1.2425
267,12774.0,98.7,1,2010-06-22 10:38:00,171,0,0.987
268,12775.0,300.08,2,2010-11-16 15:14:00,24,3,3.0008
269,12776.0,55.5,1,2010-02-10 12:11:00,303,0,0.555
270,12777.0,519.45,1,2010-09-08 11:35:00,93,3,5.194500000000001
271,12778.0,953.45,3,2010-11-08 10:51:00,32,1,9.534500000000001
272,12779.0,2740.91,7,2010-12-03 13:40:00,7,2,27.4091
273,12780.0,337.4,1,2010-04-20 09:40:00,234,0,3.3739999999999997
274,12782.0,2287.32,6,2010-11-30 11:37:00,10,2,22.8732
275,12784.0,1230.33,1,2010-06-28 13:06:00,165,0,12.3033
276,12785.0,788.45,2,2010-06-22 12:16:00,171,0,7.8845
277,12786.0,728.5,1,2010-04-09 12:12:00,245,0,7.285
278,12787.0,398.52,1,2010-10-22 14:57:00,49,3,3.9852
279,12788.0,444.9,4,2010-09-02 14:21:00,99,3,4.449
280,12789.0,181.5,2,2010-07-15 12:43:00,148,3,1.815
281,12790.0,266.93,1,2010-10-25 13:04:00,46,3,2.6693000000000002
282,12791.0,863.51,6,2010-12-01 11:27:00,9,1,8.6351
283,12792.0,426.47,1,2010-06-23 10:49:00,170,0,4.2647
284,12793.0,471.85,2,2010-12-03 15:14:00,7,3,4.718500000000001
285,12796.0,381.0,1,2010-03-21 15:49:00,264,0,3.81
286,12797.0,552.08,2,2010-12-09 10:55:00,1,3,5.5208
287,12798.0,1533.8899999999999,1,2010-10-14 12:27:00,57,1,15.338899999999999
288,12799.0,219.35,1,2010-06-28 15:57:00,165,0,2.1935
289,12800.0,584.25,3,2010-08-26 14:11:00,106,3,5.8425
290,12801.0,1071.82,1,2010-07-27 09:38:00,136,3,10.7182
291,12802.0,1988.84,6,2010-09-23 10:23:00,78,2,19.8884
292,12803.0,1092.81,1,2010-11-11 14:57:00,29,3,10.928099999999999
293,12804.0,327.02,2,2010-08-31 11:58:00,101,3,3.2702
294,12805.0,1434.95,4,2010-11-23 12:27:00,17,1,14.3495
295,12806.0,2878.96,4,2010-09-30 13:34:00,71,2,28.7896
296,12807.0,330.35,1,2010-11-21 14:21:00,19,3,3.3035
297,12808.0,422.45,3,2010-12-06 10:27:00,4,3,4.2245
298,12809.0,1266.63,2,2010-05-23 11:08:00,201,0,12.666300000000001
299,12810.0,534.99,2,2010-06-23 10:53:00,170,0,5.3499
300,12811.0,519.05,2,2010-11-26 09:49:00,14,3,5.190499999999999
301,12813.0,1687.8,3,2010-07-26 09:50:00,137,1,16.878
302,12817.0,524.94,2,2010-11-05 08:28:00,35,3,5.2494000000000005
303,12819.0,540.52,1,2010-09-07 15:20:00,94,3,5.4052
304,12820.0,1747.18,7,2010-11-07 14:26:00,33,2,17.4718
305,12821.0,128.07999999999998,1,2010-04-07 15:14:00,247,0,1.2808
307,12825.0,518.63,2,2010-07-06 13:56:00,157,0,5.1863
308,12826.0,1481.03,6,2010-12-09 15:21:00,1,1,14.8103
309,12829.0,92.30000000000001,1,2010-06-07 15:04:00,186,0,0.9230000000000002
310,12831.0,236.06,2,2010-09-02 16:00:00,99,3,2.3606
313,12837.0,554.31,1,2010-05-19 15:10:00,205,0,5.543099999999999
314,12838.0,2715.35,9,2010-12-01 11:57:00,9,2,27.153499999999998
316,12840.0,1315.2,3,2010-09-28 17:58:00,73,1,13.152000000000001
318,12842.0,799.0,2,2010-10-31 10:45:00,40,3,7.99
320,12844.0,322.64,2,2010-09-23 16:23:00,78,3,3.2264
321,12846.0,15.58,1,2010-01-26 16:29:00,318,0,0.1558
322,12847.0,765.36,1,2010-11-17 12:44:00,23,3,7.6536
323,12848.0,208.0,1,2010-02-02 12:45:00,311,0,2.08
324,12849.0,2039.67,4,2010-11-23 11:41:00,17,1,20.3967
325,12850.0,330.0,1,2010-09-20 12:26:00,81,3,3.3
326,12851.0,148.95,1,2010-08-19 15:13:00,113,3,1.4894999999999998
327,12853.0,1950.4,5,2010-10-08 14:51:00,63,1,19.504
328,12854.0,1669.52,4,2010-05-27 16:54:00,197,1,16.6952
329,12855.0,612.84,4,2010-12-02 09:37:00,8,1,6.1284
330,12857.0,2581.6,4,2010-09-29 16:49:00,72,2,25.816
331,12858.0,177.92,1,2010-11-21 12:55:00,19,3,1.7792
332,12859.0,575.1,1,2010-09-07 12:20:00,94,3,5.751
333,12860.0,55.47,1,2010-01-15 15:22:00,329,0,0.5547
334,12861.0,68.25,1,2010-03-30 11:39:00,255,0,0.6825
335,12862.0,1008.3199999999999,2,2010-10-10 11:47:00,61,3,10.0832
336,12863.0,2271.35,5,2010-11-25 17:47:00,15,2,22.7135
337,12864.0,152.45,1,2010-07-19 17:22:00,144,3,1.5245
338,12865.0,1755.24,2,2010-11-26 15:37:00,14,1,17.5524
339,12866.0,668.23,2,2010-08-22 15:48:00,110,3,6.682300000000001
341,12868.0,640.0,3,2010-12-01 12:50:00,9,3,6.4
342,12869.0,337.66999999999996,1,2010-01-27 12:10:00,317,0,3.3766999999999996
343,12870.0,1676.95,3,2010-11-29 13:42:00,11,1,16.7695
344,12871.0,363.38,1,2010-09-26 10:34:00,75,3,3.6338
345,12872.0,3085.52,11,2010-12-09 14:44:00,1,2,30.8552
346,12873.0,1653.3,2,2010-11-07 11:15:00,33,1,16.533
347,12874.0,948.42,2,2010-11-19 15:23:00,21,3,9.4842
348,12875.0,1013.76,3,2010-08-25 14:35:00,107,1,10.137599999999999
349,12876.0,1863.77,2,2010-11-10 12:21:00,30,1,18.6377
350,12877.0,1419.4,8,2010-11-03 13:53:00,37,2,14.194
351,12880.0,640.13,2,2010-11-23 10:50:00,17,3,6.4013
352,12887.0,222.4,1,2010-11-21 11:18:00,19,3,2.224
353,12889.0,385.46000000000004,4,2010-11-23 16:08:00,17,3,3.8546000000000005
354,12890.0,336.8,1,2010-11-17 14:06:00,23,3,3.3680000000000003
355,12891.0,509.5,8,2010-09-07 15:31:00,94,1,5.095
356,12892.0,263.38,1,2010-11-08 09:51:00,32,3,2.6338
357,12894.0,157.35,1,2010-05-13 14:47:00,211,0,1.5735
358,12897.0,297.75,2,2010-11-23 13:29:00,17,3,2.9775
359,12898.0,310.96000000000004,2,2010-09-02 08:08:00,99,3,3.1096000000000004
360,12899.0,366.4,1,2010-10-22 09:53:00,49,3,3.6639999999999997
361,12900.0,340.33,1,2010-10-13 15:17:00,58,3,3.4032999999999998
362,12903.0,833.53,1,2010-10-07 12:39:00,64,3,8.3353
363,12905.0,1018.42,2,2010-05-12 10:05:00,212,0,10.184199999999999
364,12907.0,508.91,2,2010-11-09 12:08:00,31,3,5.0891
365,12908.0,1026.0,3,2010-11-24 09:29:00,16,1,10.26
366,12909.0,924.52,3,2010-10-11 09:44:00,60,1,9.2452
367,12910.0,2721.48,5,2010-11-25 12:27:00,15,2,27.2148
368,12911.0,1680.47,1,2010-06-06 12:13:00,187,0,16.8047
370,12914.0,223.98,1,2010-11-04 12:28:00,36,3,2.2398
371,12915.0,811.1,3,2010-12-02 12:33:00,8,3,8.111
372,12916.0,1647.87,3,2010-09-23 11:57:00,78,1,16.4787
373,12917.0,3765.2,5,2010-11-04 15:56:00,36,2,37.652
375,12920.0,323.86,3,2010-05-17 12:57:00,207,0,3.2386
377,12923.0,612.9,2,2010-11-14 13:16:00,26,3,6.129
378,12924.0,1535.7,8,2010-11-11 15:21:00,29,2,15.357000000000001
379,12925.0,35.28,1,2010-04-26 10:32:00,228,0,0.3528
380,12926.0,1548.46,4,2010-10-24 15:57:00,47,1,15.4846
381,12927.0,197.31,1,2010-11-10 10:02:00,30,3,1.9731
382,12928.0,2242.19,7,2010-11-26 15:53:00,14,2,22.4219
384,12932.0,1698.56,8,2010-06-18 14:22:00,175,2,16.985599999999998
385,12933.0,1079.5,5,2010-11-24 17:11:00,16,1,10.795
386,12934.0,181.65,1,2009-12-03 10:51:00,372,0,1.8165
387,12935.0,2083.16,8,2010-11-29 13:55:00,11,2,20.831599999999998
388,12937.0,1593.34,5,2010-09-02 16:01:00,99,1,15.933399999999999
390,12941.0,377.49,1,2009-12-15 13:12:00,360,0,3.7749
391,12942.0,258.75,1,2010-12-09 09:34:00,1,3,2.5875
392,12943.0,496.5,2,2010-05-30 13:52:00,194,0,4.965
393,12945.0,437.16,1,2010-02-21 15:18:00,292,0,4.3716
394,12946.0,324.45,1,2010-09-29 10:14:00,72,3,3.2445
395,12947.0,304.04,1,2010-12-01 16:21:00,9,3,3.0404
396,12948.0,252.48000000000002,2,2009-12-09 11:46:00,366,0,2.5248000000000004
398,12951.0,2149.65,9,2010-11-18 12:11:00,22,2,21.4965
399,12953.0,498.96000000000004,1,2010-07-05 13:37:00,158,0,4.9896
400,12954.0,162.45,1,2010-03-11 10:16:00,274,0,1.6244999999999998
401,12956.0,413.82,3,2010-01-24 10:33:00,320,0,4.1382
403,12958.0,539.49,2,2010-11-04 16:16:00,36,3,5.3949
404,12959.0,150.95,1,2010-08-12 17:20:00,120,3,1.5094999999999998
405,12960.0,1322.07,4,2010-10-22 09:31:00,49,1,13.220699999999999
406,12961.0,211.99,1,2010-11-25 16:44:00,15,3,2.1199
407,12963.0,1744.96,5,2010-12-09 09:14:00,1,1,17.4496
408,12964.0,132.24,1,2010-09-28 17:47:00,73,3,1.3224
409,12967.0,2646.02,2,2010-12-03 09:49:00,7,1,26.4602
410,12969.0,122.45,1,2010-04-16 10:50:00,238,0,1.2245
411,12970.0,1072.73,6,2010-11-24 13:08:00,16,1,10.7273
413,12972.0,1161.2,4,2010-10-22 08:41:00,49,1,11.612
414,12973.0,385.55,1,2010-10-22 10:14:00,49,3,3.8555
415,12974.0,264.15,1,2010-05-23 11:45:00,201,0,2.6414999999999997
416,12975.0,2100.09,6,2010-09-29 09:46:00,72,2,21.0009
417,12976.0,2417.7799999999997,7,2010-11-26 14:51:00,14,2,24.177799999999998
418,12977.0,478.39,3,2010-07-26 12:34:00,137,3,4.7839
419,12978.0,2502.82,5,2010-11-19 14:29:00,21,2,25.028200000000002
420,12979.0,517.7,1,2009-12-10 15:45:00,365,0,5.1770000000000005
422,12982.0,2354.27,7,2010-11-10 08:50:00,30,2,23.5427
423,12983.0,490.08000000000004,1,2010-04-20 12:58:00,234,0,4.9008
424,12986.0,2729.84,10,2010-10-07 11:57:00,64,2,27.2984
425,12987.0,753.51,3,2010-10-15 13:48:00,56,3,7.5351
427,12990.0,546.0,4,2010-10-18 08:56:00,53,1,5.46
428,12991.0,261.06,1,2010-11-15 13:43:00,25,3,2.6106
429,12992.0,93.35000000000001,1,2009-12-14 16:46:00,361,0,0.9335000000000001
430,12993.0,844.87,4,2010-09-20 13:09:00,81,1,8.4487
431,12996.0,355.5,1,2010-11-29 09:27:00,11,3,3.555
432,12997.0,884.02,4,2010-11-10 12:16:00,30,1,8.8402
433,12998.0,920.08,3,2010-08-04 08:05:00,128,1,9.200800000000001
434,13000.0,497.65000000000003,1,2009-12-14 17:03:00,361,0,4.976500000000001
436,13002.0,293.18,2,2010-10-19 12:23:00,52,3,2.9318
438,13005.0,485.98,2,2010-10-04 11:07:00,67,3,4.8598
439,13007.0,175.25,1,2010-05-09 10:38:00,215,0,1.7525
440,13008.0,382.66,2,2010-11-07 10:34:00,33,3,3.8266000000000004
441,13009.0,234.0,1,2010-02-05 12:22:00,308,0,2.34
442,13010.0,330.12,2,2010-11-30 15:09:00,10,3,3.3012
443,13011.0,50.550000000000004,1,2010-12-02 17:22:00,8,3,0.5055000000000001
444,13012.0,1310.99,3,2010-10-06 10:40:00,65,1,13.1099
