,Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster,MonetaryValue per 100 pounds
168,12616.0,417.8,1,2010-11-16 11:38:00,24,3,4.178
175,12632.0,804.88,2,2010-07-07 09:39:00,156,3,8.0488
182,12639.0,826.27,2,2010-10-01 12:17:00,70,3,8.2627
187,12648.0,793.95,3,2010-09-28 10:35:00,73,3,7.939500000000001
189,12651.0,263.75,3,2010-11-26 11:58:00,14,3,2.6375
190,12652.0,97.05000000000001,1,2010-10-01 15:16:00,70,3,0.9705000000000001
192,12655.0,261.35,1,2010-10-12 09:17:00,59,3,2.6135
194,12661.0,162.0,1,2010-09-29 16:46:00,72,3,1.62
198,12665.0,250.6,2,2010-10-18 11:34:00,53,3,2.506
199,12666.0,1248.42,1,2010-11-10 16:40:00,30,3,12.484200000000001
201,12670.0,764.24,2,2010-11-19 10:05:00,21,3,7.6424
204,12673.0,619.5,1,2010-11-03 10:46:00,37,3,6.195
212,12686.0,89.14,1,2010-12-03 09:51:00,7,3,0.8914
214,12691.0,134.6,1,2010-10-15 12:00:00,56,3,1.3459999999999999
217,12694.0,973.68,1,2010-10-14 19:39:00,57,3,9.736799999999999
219,12696.0,851.91,2,2010-10-01 10:43:00,70,3,8.5191
221,12699.0,638.11,1,2010-10-18 12:07:00,53,3,6.3811
237,12728.0,233.84,1,2010-11-21 11:34:00,19,3,2.3384
241,12734.0,529.25,2,2010-11-30 11:05:00,10,3,5.2925
243,12738.0,155.35,1,2010-12-02 18:27:00,8,3,1.5534999999999999
253,12751.0,268.27,1,2010-09-21 12:49:00,80,3,2.6826999999999996
257,12760.0,347.8,1,2010-09-10 08:50:00,91,3,3.478
258,12761.0,782.95,2,2010-09-08 12:17:00,93,3,7.8295
259,12763.0,320.08,1,2010-12-05 15:46:00,5,3,3.2007999999999996
262,12767.0,949.82,1,2010-11-29 09:38:00,11,3,9.4982
263,12768.0,168.69000000000003,1,2010-09-15 12:08:00,86,3,1.6869000000000003
265,12771.0,282.3,1,2010-08-11 11:51:00,121,3,2.823
268,12775.0,300.08,2,2010-11-16 15:14:00,24,3,3.0008
270,12777.0,519.45,1,2010-09-08 11:35:00,93,3,5.194500000000001
278,12787.0,398.52,1,2010-10-22 14:57:00,49,3,3.9852
279,12788.0,444.9,4,2010-09-02 14:21:00,99,3,4.449
280,12789.0,181.5,2,2010-07-15 12:43:00,148,3,1.815
281,12790.0,266.93,1,2010-10-25 13:04:00,46,3,2.6693000000000002
284,12793.0,471.85,2,2010-12-03 15:14:00,7,3,4.718500000000001
286,12797.0,552.08,2,2010-12-09 10:55:00,1,3,5.5208
289,12800.0,584.25,3,2010-08-26 14:11:00,106,3,5.8425
290,12801.0,1071.82,1,2010-07-27 09:38:00,136,3,10.7182
292,12803.0,1092.81,1,2010-11-11 14:57:00,29,3,10.928099999999999
293,12804.0,327.02,2,2010-08-31 11:58:00,101,3,3.2702
296,12807.0,330.35,1,2010-11-21 14:21:00,19,3,3.3035
297,12808.0,422.45,3,2010-12-06 10:27:00,4,3,4.2245
300,12811.0,519.05,2,2010-11-26 09:49:00,14,3,5.190499999999999
302,12817.0,524.94,2,2010-11-05 08:28:00,35,3,5.2494000000000005
303,12819.0,540.52,1,2010-09-07 15:20:00,94,3,5.4052
310,12831.0,236.06,2,2010-09-02 16:00:00,99,3,2.3606
318,12842.0,799.0,2,2010-10-31 10:45:00,40,3,7.99
320,12844.0,322.64,2,2010-09-23 16:23:00,78,3,3.2264
322,12847.0,765.36,1,2010-11-17 12:44:00,23,3,7.6536
325,12850.0,330.0,1,2010-09-20 12:26:00,81,3,3.3
326,12851.0,148.95,1,2010-08-19 15:13:00,113,3,1.4894999999999998
331,12858.0,177.92,1,2010-11-21 12:55:00,19,3,1.7792
332,12859.0,575.1,1,2010-09-07 12:20:00,94,3,5.751
335,12862.0,1008.3199999999999,2,2010-10-10 11:47:00,61,3,10.0832
337,12864.0,152.45,1,2010-07-19 17:22:00,144,3,1.5245
339,12866.0,668.23,2,2010-08-22 15:48:00,110,3,6.682300000000001
341,12868.0,640.0,3,2010-12-01 12:50:00,9,3,6.4
344,12871.0,363.38,1,2010-09-26 10:34:00,75,3,3.6338
347,12874.0,948.42,2,2010-11-19 15:23:00,21,3,9.4842
351,12880.0,640.13,2,2010-11-23 10:50:00,17,3,6.4013
352,12887.0,222.4,1,2010-11-21 11:18:00,19,3,2.224
353,12889.0,385.46000000000004,4,2010-11-23 16:08:00,17,3,3.8546000000000005
354,12890.0,336.8,1,2010-11-17 14:06:00,23,3,3.3680000000000003
356,12892.0,263.38,1,2010-11-08 09:51:00,32,3,2.6338
358,12897.0,297.75,2,2010-11-23 13:29:00,17,3,2.9775
359,12898.0,310.96000000000004,2,2010-09-02 08:08:00,99,3,3.1096000000000004
360,12899.0,366.4,1,2010-10-22 09:53:00,49,3,3.6639999999999997
361,12900.0,340.33,1,2010-10-13 15:17:00,58,3,3.4032999999999998
362,12903.0,833.53,1,2010-10-07 12:39:00,64,3,8.3353
364,12907.0,508.91,2,2010-11-09 12:08:00,31,3,5.0891
370,12914.0,223.98,1,2010-11-04 12:28:00,36,3,2.2398
371,12915.0,811.1,3,2010-12-02 12:33:00,8,3,8.111
377,12923.0,612.9,2,2010-11-14 13:16:00,26,3,6.129
381,12927.0,197.31,1,2010-11-10 10:02:00,30,3,1.9731
391,12942.0,258.75,1,2010-12-09 09:34:00,1,3,2.5875
394,12946.0,324.45,1,2010-09-29 10:14:00,72,3,3.2445
395,12947.0,304.04,1,2010-12-01 16:21:00,9,3,3.0404
403,12958.0,539.49,2,2010-11-04 16:16:00,36,3,5.3949
404,12959.0,150.95,1,2010-08-12 17:20:00,120,3,1.5094999999999998
406,12961.0,211.99,1,2010-11-25 16:44:00,15,3,2.1199
408,12964.0,132.24,1,2010-09-28 17:47:00,73,3,1.3224
414,12973.0,385.55,1,2010-10-22 10:14:00,49,3,3.8555
418,12977.0,478.39,3,2010-07-26 12:34:00,137,3,4.7839
425,12987.0,753.51,3,2010-10-15 13:48:00,56,3,7.5351
428,12991.0,261.06,1,2010-11-15 13:43:00,25,3,2.6106
431,12996.0,355.5,1,2010-11-29 09:27:00,11,3,3.555
436,13002.0,293.18,2,2010-10-19 12:23:00,52,3,2.9318
438,13005.0,485.98,2,2010-10-04 11:07:00,67,3,4.8598
440,13008.0,382.66,2,2010-11-07 10:34:00,33,3,3.8266000000000004
442,13010.0,330.12,2,2010-11-30 15:09:00,10,3,3.3012
443,13011.0,50.550000000000004,1,2010-12-02 17:22:00,8,3,0.5055000000000001
452,13022.0,65.3,1,2010-10-06 10:50:00,65,3,0.653
454,13024.0,555.87,2,2010-08-26 09:42:00,106,3,5.5587
458,13029.0,679.8,2,2010-11-30 08:59:00,10,3,6.797999999999999
459,13030.0,427.74,1,2010-12-06 14:31:00,4,3,4.2774
462,13033.0,30.0,1,2010-10-06 09:37:00,65,3,0.3
463,13034.0,279.91,2,2010-12-05 14:52:00,5,3,2.7991
464,13035.0,442.32,1,2010-10-04 15:41:00,67,3,4.4232
471,13045.0,503.64,2,2010-11-03 12:49:00,37,3,5.0363999999999995
472,13046.0,319.94,1,2010-09-09 13:09:00,92,3,3.1994
475,13049.0,751.5600000000001,2,2010-11-15 14:44:00,25,3,7.515600000000001
480,13055.0,1106.7,1,2010-10-06 08:17:00,65,3,11.067
484,13063.0,188.4,1,2010-08-16 12:27:00,116,3,1.8840000000000001
487,13067.0,393.05,2,2010-10-26 12:15:00,45,3,3.9305000000000003
489,13070.0,522.9,3,2010-09-06 12:37:00,95,3,5.229
491,13073.0,418.08,2,2010-10-24 14:06:00,47,3,4.1808
493,13076.0,135.4,1,2010-09-08 10:27:00,93,3,1.354
496,13079.0,199.08,1,2010-10-18 14:15:00,53,3,1.9908000000000001
497,13080.0,222.65,3,2010-11-03 14:34:00,37,3,2.2265
500,13083.0,91.67999999999999,1,2010-10-10 13:38:00,61,3,0.9168
501,13084.0,122.39999999999999,1,2010-08-05 08:49:00,127,3,1.224
503,13086.0,439.33000000000004,1,2010-11-22 10:28:00,18,3,4.3933
505,13088.0,236.11,1,2010-10-18 15:35:00,53,3,2.3611
511,13094.0,505.8,2,2010-12-06 10:34:00,4,3,5.058
512,13096.0,419.70000000000005,1,2010-11-10 14:08:00,30,3,4.197
514,13101.0,594.21,3,2010-07-29 14:45:00,134,3,5.9421
516,13103.0,465.70000000000005,2,2010-09-28 11:48:00,73,3,4.657
517,13104.0,610.62,3,2010-10-20 14:38:00,51,3,6.1062
518,13105.0,72.0,1,2010-09-29 13:41:00,72,3,0.72
519,13106.0,526.96,1,2010-10-22 13:10:00,49,3,5.2696000000000005
521,13108.0,748.46,2,2010-12-02 10:35:00,8,3,7.4846
532,13123.0,506.75,2,2010-08-24 10:18:00,108,3,5.0675
533,13124.0,916.12,1,2010-11-19 15:50:00,21,3,9.161200000000001
537,13129.0,233.25,2,2010-09-13 13:47:00,88,3,2.3325
539,13133.0,90.65,1,2010-09-06 15:30:00,95,3,0.9065000000000001
540,13134.0,681.65,2,2010-11-02 13:58:00,38,3,6.8165
541,13135.0,275.45,1,2010-08-05 17:28:00,127,3,2.7544999999999997
544,13138.0,504.85,2,2010-12-02 15:03:00,8,3,5.048500000000001
546,13140.0,791.96,3,2010-12-08 15:12:00,2,3,7.9196
549,13144.0,24.4,1,2010-10-04 14:14:00,67,3,0.244
552,13150.0,449.96999999999997,3,2010-08-12 12:59:00,120,3,4.4997
556,13155.0,778.42,3,2010-12-06 12:44:00,4,3,7.784199999999999
559,13158.0,307.12,1,2010-11-16 17:12:00,24,3,3.0712
560,13161.0,366.13,1,2010-07-27 12:44:00,136,3,3.6612999999999998
564,13165.0,429.68,1,2010-10-22 17:04:00,49,3,4.2968
565,13166.0,466.98,1,2010-10-21 14:29:00,50,3,4.6698
566,13167.0,333.82,1,2010-11-14 12:58:00,26,3,3.3382
569,13172.0,69.6,1,2010-11-04 15:10:00,36,3,0.696
573,13177.0,229.75,1,2010-10-05 10:35:00,66,3,2.2975
577,13181.0,359.69,1,2010-11-23 15:05:00,17,3,3.5968999999999998
583,13194.0,412.08,1,2010-10-14 11:54:00,57,3,4.1208
584,13195.0,172.38,1,2010-10-21 13:07:00,50,3,1.7238
595,13207.0,285.6,2,2010-09-14 15:44:00,87,3,2.8560000000000003
596,13208.0,764.6,3,2010-09-16 19:43:00,85,3,7.646
601,13215.0,81.6,1,2010-11-02 18:26:00,38,3,0.816
608,13226.0,204.25,1,2010-11-11 13:46:00,29,3,2.0425
610,13233.0,571.34,2,2010-10-15 11:49:00,56,3,5.7134
612,13237.0,643.0,1,2010-11-17 10:07:00,23,3,6.43
613,13238.0,305.9,2,2010-10-05 12:38:00,66,3,3.0589999999999997
616,13241.0,115.58,1,2010-10-24 11:17:00,47,3,1.1558
617,13242.0,429.0,4,2010-09-14 13:53:00,87,3,4.29
619,13245.0,558.72,1,2010-10-03 14:03:00,68,3,5.5872
622,13250.0,256.04,2,2010-09-05 11:33:00,96,3,2.5604
623,13251.0,252.68,1,2010-11-02 13:20:00,38,3,2.5268
624,13252.0,399.3,2,2010-11-10 16:00:00,30,3,3.9930000000000003
626,13254.0,51.410000000000004,1,2010-11-28 15:42:00,12,3,0.5141
627,13255.0,504.95,2,2010-12-01 11:58:00,9,3,5.0495
628,13257.0,149.75,1,2010-09-29 14:58:00,72,3,1.4975
629,13258.0,336.59999999999997,2,2010-11-25 10:54:00,15,3,3.3659999999999997
631,13262.0,373.16,2,2010-11-15 12:20:00,25,3,3.7316000000000003
633,13264.0,722.5600000000001,1,2010-09-23 12:42:00,78,3,7.225600000000001
637,13270.0,590.0,1,2010-12-08 14:53:00,2,3,5.9
638,13274.0,360.85,1,2010-10-26 13:48:00,45,3,3.6085000000000003
639,13275.0,241.66,2,2010-11-21 12:09:00,19,3,2.4166
641,13277.0,264.9,3,2010-11-24 15:34:00,16,3,2.6489999999999996
644,13281.0,350.85,1,2010-09-26 16:03:00,75,3,3.5085
645,13282.0,181.05,1,2010-10-29 14:11:00,42,3,1.8105000000000002
652,13290.0,208.63,1,2010-09-27 16:29:00,74,3,2.0863
654,13292.0,415.57,3,2010-10-20 13:15:00,51,3,4.1556999999999995
660,13299.0,1076.2,2,2010-10-12 10:53:00,59,3,10.762
661,13300.0,913.62,2,2010-11-16 17:10:00,24,3,9.1362
663,13303.0,61.72,1,2010-11-04 14:55:00,36,3,0.6172
666,13306.0,53.65,1,2010-10-05 14:55:00,66,3,0.5365
667,13307.0,258.34,2,2010-08-09 12:56:00,123,3,2.5833999999999997
669,13309.0,249.58,1,2010-11-12 12:10:00,28,3,2.4958
670,13310.0,409.17,2,2010-11-24 09:14:00,16,3,4.0917
671,13312.0,124.75,1,2010-09-14 14:36:00,87,3,1.2475
677,13320.0,679.4,2,2010-10-01 14:59:00,70,3,6.794
679,13326.0,281.76,1,2010-10-03 16:00:00,68,3,2.8176
683,13331.0,262.4,1,2010-11-03 08:04:00,37,3,2.6239999999999997
691,13359.0,603.75,1,2010-11-01 15:05:00,39,3,6.0375
695,13363.0,731.36,1,2010-10-26 11:07:00,45,3,7.3136
696,13367.0,510.20000000000005,1,2010-10-04 10:00:00,67,3,5.102
697,13368.0,498.1,2,2010-10-21 09:43:00,50,3,4.981
698,13369.0,308.28000000000003,1,2010-12-09 11:30:00,1,3,3.0828
699,13370.0,754.87,1,2010-12-03 10:26:00,7,3,7.5487
702,13374.0,422.8,2,2010-10-21 10:04:00,50,3,4.228
703,13375.0,1013.58,1,2010-09-21 08:12:00,80,3,10.1358
705,13380.0,62.4,1,2010-10-03 10:18:00,68,3,0.624
710,13386.0,835.46,2,2010-10-21 12:52:00,50,3,8.3546
711,13387.0,189.44,1,2010-10-18 14:07:00,53,3,1.8944
716,13395.0,872.51,2,2010-11-04 14:00:00,36,3,8.7251
718,13398.0,213.0,1,2010-09-17 09:34:00,84,3,2.13
719,13399.0,275.4,3,2010-09-01 13:59:00,100,3,2.7539999999999996
722,13403.0,154.5,2,2010-11-17 11:38:00,23,3,1.545
723,13405.0,641.36,3,2010-08-15 13:28:00,117,3,6.4136
724,13406.0,568.92,2,2010-10-08 14:44:00,63,3,5.6892
736,13423.0,217.03,1,2010-10-07 09:02:00,64,3,2.1703
737,13424.0,572.77,1,2010-09-16 10:49:00,85,3,5.7277
740,13427.0,423.93,3,2010-08-19 11:45:00,113,3,4.2393
741,13428.0,281.51,2,2010-07-13 13:33:00,150,3,2.8150999999999997
746,13435.0,665.34,2,2010-11-28 13:51:00,12,3,6.6534
748,13439.0,702.9,2,2010-11-16 15:24:00,24,3,7.029
750,13441.0,424.26,1,2010-10-04 10:38:00,67,3,4.2425999999999995
753,13444.0,631.6800000000001,2,2010-11-30 13:02:00,10,3,6.316800000000001
759,13452.0,139.8,1,2010-08-24 09:53:00,108,3,1.3980000000000001
760,13453.0,424.71,1,2010-11-02 13:23:00,38,3,4.2471
769,13465.0,931.12,2,2010-09-19 15:13:00,82,3,9.3112
773,13472.0,592.24,2,2010-09-02 09:41:00,99,3,5.9224
775,13474.0,434.2,2,2010-09-22 09:21:00,79,3,4.342
776,13476.0,823.0,3,2010-10-29 08:24:00,42,3,8.23
779,13479.0,550.42,2,2010-09-13 13:29:00,88,3,5.5042
780,13480.0,627.82,2,2010-10-19 11:53:00,52,3,6.278200000000001
783,13484.0,476.92,2,2010-11-21 13:48:00,19,3,4.7692000000000005
785,13487.0,271.47,2,2010-07-22 10:41:00,141,3,2.7147
792,13500.0,299.53,1,2010-11-03 13:16:00,37,3,2.9953
794,13502.0,488.5,2,2010-10-20 10:15:00,51,3,4.885
798,13509.0,135.0,1,2010-07-20 12:10:00,143,3,1.35
801,13512.0,462.18,3,2010-11-17 14:55:00,23,3,4.6218
802,13513.0,619.49,2,2010-09-24 16:25:00,77,3,6.1949000000000005
803,13514.0,663.7,3,2010-10-07 12:10:00,64,3,6.6370000000000005
804,13515.0,374.7,2,2010-09-16 15:07:00,85,3,3.747
805,13516.0,295.85,1,2010-10-18 08:52:00,53,3,2.9585000000000004
806,13519.0,220.46,1,2010-09-23 11:45:00,78,3,2.2046
814,13535.0,89.5,1,2010-11-02 11:49:00,38,3,0.895
815,13537.0,717.85,2,2010-10-10 12:45:00,61,3,7.1785000000000005
818,13540.0,632.39,3,2010-08-29 14:20:00,103,3,6.3239
819,13541.0,785.25,2,2010-10-08 16:37:00,63,3,7.8525
823,13545.0,374.64,2,2010-11-14 11:27:00,26,3,3.7464
824,13546.0,465.15,2,2010-11-22 17:33:00,18,3,4.6514999999999995
825,13547.0,175.53,1,2010-10-27 14:14:00,44,3,1.7553
826,13548.0,226.57999999999998,1,2010-08-25 13:44:00,107,3,2.2658
827,13549.0,87.6,1,2010-11-17 12:17:00,23,3,0.8759999999999999
828,13550.0,349.51,1,2010-11-21 15:24:00,19,3,3.4951
834,13556.0,200.82,2,2010-10-06 16:44:00,65,3,2.0082
836,13559.0,990.0,2,2010-07-15 09:52:00,148,3,9.9
840,13565.0,174.57999999999998,1,2010-10-24 15:51:00,47,3,1.7457999999999998
843,13569.0,520.03,3,2010-12-07 12:29:00,3,3,5.2002999999999995
846,13574.0,421.25,1,2010-10-24 13:28:00,47,3,4.2125
849,13578.0,147.66,1,2010-10-26 13:44:00,45,3,1.4766
851,13580.0,107.75,1,2010-10-29 15:01:00,42,3,1.0775
852,13581.0,162.53,1,2010-10-21 16:30:00,50,3,1.6253
853,13582.0,241.68,2,2010-11-15 11:34:00,25,3,2.4168000000000003
855,13584.0,250.05,2,2010-07-29 13:36:00,134,3,2.5005
863,13594.0,136.35000000000002,1,2010-08-11 10:23:00,121,3,1.3635000000000002
864,13595.0,818.22,3,2010-07-11 12:36:00,152,3,8.1822
865,13597.0,396.71,2,2010-11-04 14:54:00,36,3,3.9671
869,13601.0,491.82,2,2010-11-12 15:20:00,28,3,4.9182
870,13602.0,596.28,3,2010-11-23 12:14:00,17,3,5.9628
872,13605.0,522.67,2,2010-11-17 17:16:00,23,3,5.226699999999999
873,13607.0,400.3,1,2010-11-02 11:48:00,38,3,4.003
880,13614.0,748.73,2,2010-11-11 12:20:00,29,3,7.4873
888,13624.0,462.08,1,2010-11-16 13:43:00,24,3,4.6208
890,13626.0,449.81,1,2010-11-25 16:12:00,15,3,4.4981
891,13627.0,607.43,2,2010-08-08 14:32:00,124,3,6.074299999999999
897,13639.0,312.93,1,2010-09-29 10:05:00,72,3,3.1293
900,13642.0,159.92,3,2010-10-03 12:33:00,68,3,1.5992
902,13646.0,326.25,2,2010-11-05 12:13:00,35,3,3.2625
907,13651.0,132.65,1,2010-11-23 09:44:00,17,3,1.3265
909,13653.0,152.2,1,2010-08-09 08:19:00,123,3,1.5219999999999998
912,13656.0,699.2,2,2010-07-28 10:48:00,135,3,6.992000000000001
915,13660.0,314.59,1,2010-11-04 16:10:00,36,3,3.1458999999999997
920,13666.0,43.25,2,2010-10-15 15:46:00,56,3,0.4325
922,13669.0,195.0,1,2010-10-28 15:05:00,43,3,1.95
923,13671.0,194.95,1,2010-11-10 10:50:00,30,3,1.9494999999999998
925,13674.0,240.68,1,2010-10-03 10:41:00,68,3,2.4068
927,13677.0,556.1899999999999,2,2010-10-31 11:32:00,40,3,5.5619
928,13679.0,281.26,3,2010-08-03 12:13:00,129,3,2.8125999999999998
930,13683.0,258.6,1,2010-09-08 10:00:00,93,3,2.5860000000000003
931,13684.0,529.75,3,2010-11-14 11:34:00,26,3,5.2975
932,13686.0,337.04,2,2010-11-24 14:44:00,16,3,3.3704
935,13689.0,349.5,1,2010-09-21 10:27:00,80,3,3.495
936,13691.0,212.78,1,2010-11-08 17:34:00,32,3,2.1278
944,13700.0,348.34,3,2010-10-18 11:38:00,53,3,3.4833999999999996
945,13701.0,161.0,1,2010-09-19 12:39:00,82,3,1.61
946,13702.0,135.18,1,2010-09-20 11:40:00,81,3,1.3518000000000001
947,13703.0,326.06,1,2010-10-20 13:11:00,51,3,3.2606
952,13710.0,329.04,2,2010-10-12 10:22:00,59,3,3.2904
955,13713.0,743.26,3,2010-10-27 16:18:00,44,3,7.4326
956,13714.0,161.35,1,2010-08-31 13:57:00,101,3,1.6135
958,13717.0,318.29,2,2010-09-08 16:17:00,93,3,3.1829
960,13721.0,217.39999999999998,1,2010-11-09 17:59:00,31,3,2.174
966,13729.0,724.73,3,2010-09-30 10:44:00,71,3,7.2473
967,13733.0,487.03000000000003,2,2010-10-25 12:18:00,46,3,4.8703
971,13738.0,440.93,1,2010-11-08 15:23:00,32,3,4.4093
975,13746.0,176.69,1,2010-10-22 11:55:00,49,3,1.7669
976,13747.0,169.79999999999998,2,2010-12-01 10:37:00,9,3,1.6979999999999997
981,13754.0,164.45000000000002,1,2010-09-28 15:29:00,73,3,1.6445
991,13766.0,190.35,1,2010-08-01 14:25:00,131,3,1.9035
998,13773.0,301.54,2,2010-11-08 11:49:00,32,3,3.0154
1000,13776.0,623.98,2,2010-10-07 16:11:00,64,3,6.2398
1003,13779.0,161.13,1,2010-07-12 11:24:00,151,3,1.6113
1004,13780.0,375.81,1,2010-10-28 19:51:00,43,3,3.7581
1008,13784.0,447.44,3,2010-10-01 08:19:00,70,3,4.4744
1012,13788.0,3.75,1,2010-07-22 15:50:00,141,3,0.0375
1013,13789.0,239.45999999999998,1,2010-11-16 15:31:00,24,3,2.3945999999999996
1014,13792.0,188.4,1,2010-10-13 11:05:00,58,3,1.8840000000000001
1018,13796.0,289.7,1,2010-07-28 14:45:00,135,3,2.897
1022,13800.0,1121.24,2,2010-10-05 14:19:00,66,3,11.2124
1024,13803.0,1061.84,2,2010-10-04 10:52:00,67,3,10.6184
1025,13804.0,572.73,2,2010-09-30 16:20:00,71,3,5.7273000000000005
1026,13807.0,422.2,3,2010-12-07 15:48:00,3,3,4.2219999999999995
1027,13809.0,524.65,2,2010-11-10 09:35:00,30,3,5.2465
1031,13818.0,61.28,1,2010-10-06 12:35:00,65,3,0.6128
1033,13820.0,660.65,3,2010-10-17 13:46:00,54,3,6.6065
1038,13829.0,102.0,1,2010-10-14 18:19:00,57,3,1.02
1041,13832.0,561.49,1,2010-10-13 14:41:00,58,3,5.6149000000000004
1042,13833.0,316.56,1,2010-10-31 14:11:00,40,3,3.1656
1044,13835.0,260.7,3,2010-07-08 11:50:00,155,3,2.6069999999999998
1045,13836.0,620.37,2,2010-11-05 13:31:00,35,3,6.2037
1047,13839.0,139.95000000000002,1,2010-08-10 13:52:00,122,3,1.3995000000000002
1048,13840.0,651.4,1,2010-10-19 13:34:00,52,3,6.513999999999999
1050,13843.0,319.75,1,2010-11-23 17:48:00,17,3,3.1975
1051,13846.0,442.73,1,2010-11-05 09:47:00,35,3,4.4273
1062,13861.0,273.26,2,2010-10-06 14:20:00,65,3,2.7325999999999997
1063,13862.0,346.73,1,2010-11-15 13:43:00,25,3,3.4673000000000003
1065,13864.0,662.4000000000001,1,2010-11-18 12:50:00,22,3,6.6240000000000006
1073,13877.0,332.44,2,2010-08-26 17:19:00,106,3,3.3244
1084,13892.0,634.68,2,2010-08-19 09:07:00,113,3,6.346799999999999
1087,13897.0,849.56,2,2010-09-27 13:36:00,74,3,8.4956
1088,13898.0,530.47,1,2010-10-24 15:42:00,47,3,5.3047
1092,13903.0,165.45000000000002,1,2010-11-04 17:44:00,36,3,1.6545
1094,13906.0,42.0,1,2010-10-26 15:00:00,45,3,0.42
1096,13909.0,286.6,2,2010-10-12 17:22:00,59,3,2.866
1098,13912.0,124.95,1,2010-10-12 08:43:00,59,3,1.2495
1099,13913.0,42.22,1,2010-07-21 10:11:00,142,3,0.42219999999999996
1100,13915.0,70.80000000000001,1,2010-11-10 15:17:00,30,3,0.7080000000000001
1102,13919.0,975.87,2,2010-10-11 11:53:00,60,3,9.7587
1105,13922.0,692.95,2,2010-09-28 17:26:00,73,3,6.929500000000001
