,Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster,MonetaryValue per 100 pounds
388,12937.0,1593.34,5,2010-09-02 16:01:00,99,1,15.933399999999999
405,12960.0,1322.07,4,2010-10-22 09:31:00,49,1,13.220699999999999
407,12963.0,1744.96,5,2010-12-09 09:14:00,1,1,17.4496
409,12967.0,2646.02,2,2010-12-03 09:49:00,7,1,26.4602
411,12970.0,1072.73,6,2010-11-24 13:08:00,16,1,10.7273
413,12972.0,1161.2,4,2010-10-22 08:41:00,49,1,11.612
427,12990.0,546.0,4,2010-10-18 08:56:00,53,1,5.46
430,12993.0,844.87,4,2010-09-20 13:09:00,81,1,8.4487
432,12997.0,884.02,4,2010-11-10 12:16:00,30,1,8.8402
433,12998.0,920.08,3,2010-08-04 08:05:00,128,1,9.200800000000001
444,13012.0,1310.99,3,2010-10-06 10:40:00,65,1,13.1099
446,13014.0,1914.8,1,2010-10-03 11:35:00,68,1,19.148
449,13019.0,1229.95,6,2010-11-25 14:56:00,15,1,12.2995
456,13026.0,757.72,4,2010-08-08 10:43:00,124,1,7.5772
468,13041.0,799.13,4,2010-09-15 11:44:00,86,1,7.9913
486,13065.0,1055.05,5,2010-12-01 16:52:00,9,1,10.5505
492,13074.0,1378.74,4,2010-07-16 16:53:00,147,1,13.7874
523,13110.0,1468.8000000000002,5,2010-09-28 15:23:00,73,1,14.688000000000002
530,13118.0,1217.6,4,2010-11-28 13:53:00,12,1,12.175999999999998
538,13131.0,2240.47,4,2010-10-17 15:13:00,54,1,22.4047
545,13139.0,3138.04,1,2010-09-28 09:12:00,73,1,31.380399999999998
550,13145.0,805.0,4,2010-12-02 18:06:00,8,1,8.05
555,13154.0,1624.84,3,2010-11-05 16:00:00,35,1,16.2484
557,13156.0,1586.54,3,2010-11-19 13:09:00,21,1,15.8654
582,13192.0,1646.6399999999999,4,2010-06-22 09:52:00,171,1,16.4664
585,13196.0,1271.06,3,2010-09-22 14:01:00,79,1,12.7106
587,13198.0,1572.99,2,2010-11-17 14:25:00,23,1,15.7299
589,13201.0,1240.6100000000001,4,2010-07-25 14:30:00,138,1,12.406100000000002
591,13203.0,1778.79,6,2010-11-18 10:08:00,22,1,17.7879
593,13205.0,2803.2,1,2010-09-22 16:26:00,79,1,28.031999999999996
606,13223.0,805.9200000000001,4,2010-10-12 11:07:00,59,1,8.0592
614,13239.0,1265.1299999999999,4,2010-09-28 17:21:00,73,1,12.651299999999999
615,13240.0,1074.87,5,2010-12-09 12:49:00,1,1,10.7487
618,13243.0,677.97,4,2010-09-16 13:18:00,85,1,6.7797
620,13246.0,1400.1299999999999,5,2010-11-11 12:54:00,29,1,14.001299999999999
621,13249.0,897.52,6,2010-11-03 14:05:00,37,1,8.9752
625,13253.0,1920.71,2,2010-10-05 13:33:00,66,1,19.2071
630,13259.0,1141.06,8,2010-11-07 10:56:00,33,1,11.410599999999999
632,13263.0,1250.6200000000001,4,2010-11-11 15:49:00,29,1,12.506200000000002
640,13276.0,1348.33,3,2010-11-07 14:17:00,33,1,13.4833
642,13278.0,893.12,3,2010-11-05 11:42:00,35,1,8.9312
643,13280.0,1507.77,4,2010-11-25 14:51:00,15,1,15.0777
650,13288.0,927.61,5,2010-09-22 16:32:00,79,1,9.2761
655,13293.0,1192.94,6,2010-11-12 13:28:00,28,1,11.929400000000001
657,13295.0,900.77,3,2010-11-28 14:14:00,12,1,9.0077
658,13296.0,705.11,5,2010-10-12 12:41:00,59,1,7.0511
659,13297.0,2278.77,3,2010-11-19 13:49:00,21,1,22.7877
664,13304.0,917.57,3,2010-09-10 10:09:00,91,1,9.1757
682,13330.0,1665.25,3,2010-09-10 14:12:00,91,1,16.6525
684,13333.0,1015.74,3,2010-10-24 13:24:00,47,1,10.1574
685,13334.0,2726.93,2,2010-06-21 13:52:00,172,1,27.269299999999998
687,13338.0,1958.6,3,2010-06-16 10:23:00,177,1,19.586
689,13346.0,299.4,6,2010-09-03 11:41:00,98,1,2.9939999999999998
692,13360.0,1553.65,4,2010-10-04 12:37:00,67,1,15.5365
693,13361.0,1450.5,2,2010-08-24 14:56:00,108,1,14.505
694,13362.0,2303.33,3,2010-11-26 16:38:00,14,1,23.0333
700,13371.0,2297.66,2,2010-07-22 17:33:00,141,1,22.976599999999998
704,13377.0,1552.88,2,2010-11-08 12:20:00,32,1,15.5288
707,13382.0,1164.59,4,2010-10-07 09:28:00,64,1,11.6459
717,13397.0,1647.74,5,2010-09-28 13:10:00,73,1,16.4774
721,13402.0,913.9000000000001,3,2010-12-02 17:12:00,8,1,9.139000000000001
725,13407.0,2244.7,3,2010-05-10 12:41:00,214,1,22.447
727,13410.0,1198.9,4,2010-11-11 16:45:00,29,1,11.989
730,13414.0,1103.64,3,2010-09-02 16:55:00,99,1,11.0364
731,13415.0,800.67,4,2010-08-24 11:38:00,108,1,8.0067
733,13417.0,1028.66,4,2010-06-10 10:05:00,183,1,10.2866
738,13425.0,1779.42,2,2010-07-19 12:56:00,144,1,17.7942
744,13433.0,658.3199999999999,4,2010-07-26 16:55:00,137,1,6.5832
745,13434.0,1132.6200000000001,3,2010-11-19 15:09:00,21,1,11.326200000000002
749,13440.0,1295.25,7,2010-10-12 13:11:00,59,1,12.9525
752,13443.0,1280.16,6,2010-09-17 12:31:00,84,1,12.8016
762,13455.0,1847.59,5,2010-12-08 13:11:00,2,1,18.4759
764,13458.0,2312.7,2,2010-11-25 15:02:00,15,1,23.127
767,13462.0,1002.35,4,2010-10-25 10:00:00,46,1,10.0235
770,13466.0,705.45,4,2010-10-27 12:50:00,44,1,7.054500000000001
777,13477.0,1379.59,5,2010-09-10 09:08:00,91,1,13.7959
790,13497.0,972.28,5,2010-12-06 11:37:00,4,1,9.7228
793,13501.0,1544.79,2,2010-08-10 13:01:00,122,1,15.447899999999999
795,13503.0,1688.54,5,2010-08-17 13:17:00,115,1,16.8854
796,13506.0,1180.68,4,2010-12-05 12:15:00,5,1,11.8068
808,13523.0,1136.64,2,2010-12-08 14:22:00,2,1,11.3664
812,13531.0,1254.72,5,2010-12-08 15:03:00,2,1,12.5472
816,13538.0,1831.88,5,2010-11-08 14:19:00,32,1,18.3188
817,13539.0,938.02,4,2010-10-15 09:15:00,56,1,9.3802
822,13544.0,537.59,4,2010-10-24 11:25:00,47,1,5.375900000000001
841,13566.0,833.41,3,2010-10-01 12:27:00,70,1,8.3341
842,13567.0,1083.69,4,2010-10-07 12:51:00,64,1,10.8369
845,13573.0,622.07,4,2010-11-25 15:01:00,15,1,6.220700000000001
850,13579.0,1072.0,4,2010-12-05 16:10:00,5,1,10.72
858,13587.0,961.1,3,2010-09-16 13:52:00,85,1,9.611
859,13589.0,741.09,4,2010-09-16 13:29:00,85,1,7.410900000000001
861,13591.0,976.8100000000001,4,2010-09-30 08:59:00,71,1,9.7681
866,13598.0,609.42,4,2010-08-01 13:21:00,131,1,6.0942
876,13610.0,1044.0,7,2010-11-17 15:31:00,23,1,10.44
879,13613.0,1039.8500000000001,5,2010-09-13 12:01:00,88,1,10.398500000000002
883,13617.0,734.57,5,2010-10-27 14:00:00,44,1,7.345700000000001
887,13623.0,1818.71,5,2010-11-24 13:36:00,16,1,18.1871
894,13632.0,1526.88,3,2010-11-10 12:03:00,30,1,15.2688
896,13635.0,1928.1299999999999,3,2010-09-23 10:06:00,78,1,19.281299999999998
903,13647.0,1393.56,4,2010-08-02 10:31:00,130,1,13.935599999999999
905,13649.0,1332.28,5,2010-12-08 14:46:00,2,1,13.322799999999999
906,13650.0,1451.66,4,2010-11-30 13:55:00,10,1,14.5166
908,13652.0,1475.77,3,2010-12-06 09:21:00,4,1,14.7577
911,13655.0,1347.54,4,2010-11-30 08:24:00,10,1,13.4754
918,13663.0,1858.04,4,2010-11-24 13:55:00,16,1,18.5804
919,13665.0,1711.6599999999999,3,2010-11-18 13:06:00,22,1,17.1166
937,13692.0,1626.08,2,2010-10-27 09:57:00,44,1,16.2608
941,13696.0,2020.4,3,2010-10-14 09:44:00,57,1,20.204
948,13705.0,1323.47,5,2010-12-01 10:29:00,9,1,13.2347
950,13707.0,2559.45,3,2010-10-06 10:05:00,65,1,25.594499999999996
951,13709.0,1263.7,5,2010-09-19 15:17:00,82,1,12.637
959,13719.0,1773.57,6,2010-11-11 12:40:00,29,1,17.735699999999998
962,13723.0,1009.35,5,2010-11-12 16:59:00,28,1,10.0935
970,13736.0,2034.31,5,2010-10-10 11:41:00,61,1,20.3431
973,13740.0,1247.02,4,2010-10-20 13:30:00,51,1,12.4702
977,13748.0,1320.1,5,2010-12-01 09:00:00,9,1,13.200999999999999
985,13760.0,1076.85,3,2010-10-31 15:18:00,40,1,10.7685
986,13761.0,881.52,4,2010-07-25 12:50:00,138,1,8.815199999999999
987,13762.0,2165.76,4,2010-04-25 15:51:00,229,1,21.657600000000002
989,13764.0,1431.5,3,2010-05-19 15:47:00,205,1,14.315
995,13770.0,785.37,4,2010-10-13 15:10:00,58,1,7.8537
997,13772.0,1982.09,5,2010-11-04 13:14:00,36,1,19.820899999999998
1002,13778.0,945.79,3,2010-08-05 14:52:00,127,1,9.4579
1006,13782.0,881.72,7,2010-09-12 10:40:00,89,1,8.8172
1007,13783.0,1542.09,4,2010-08-09 09:23:00,123,1,15.4209
1009,13785.0,542.49,4,2010-10-07 09:25:00,64,1,5.4249
1011,13787.0,913.46,4,2010-09-07 11:55:00,94,1,9.1346
1017,13795.0,836.3,4,2010-11-16 17:25:00,24,1,8.363
1019,13797.0,1179.45,3,2010-09-29 10:34:00,72,1,11.794500000000001
1028,13813.0,1398.61,4,2010-06-30 08:50:00,163,1,13.986099999999999
1034,13821.0,1025.09,4,2010-11-11 13:24:00,29,1,10.2509
1046,13838.0,1274.3600000000001,7,2010-12-05 10:45:00,5,1,12.7436
1054,13849.0,1931.35,3,2010-11-07 12:13:00,33,1,19.313499999999998
1055,13851.0,1955.0,5,2010-11-25 11:34:00,15,1,19.55
1058,13855.0,1310.3400000000001,4,2010-07-27 09:53:00,136,1,13.1034
1059,13856.0,753.53,8,2010-09-02 18:24:00,99,1,7.535299999999999
1060,13857.0,1001.01,6,2010-11-11 12:54:00,29,1,10.0101
1064,13863.0,933.77,3,2010-08-31 12:57:00,101,1,9.3377
1068,13871.0,1482.6,4,2010-10-07 12:56:00,64,1,14.825999999999999
1069,13872.0,919.57,3,2010-06-30 15:35:00,163,1,9.1957
1070,13873.0,649.32,5,2010-11-21 11:47:00,19,1,6.493200000000001
1071,13874.0,1508.7,6,2010-07-23 12:59:00,140,1,15.087
1074,13878.0,1191.53,3,2010-06-10 10:15:00,183,1,11.9153
1076,13880.0,1171.89,5,2010-12-07 14:00:00,3,1,11.718900000000001
1079,13884.0,1100.88,5,2010-11-28 11:45:00,12,1,11.0088
1080,13888.0,1563.42,5,2010-10-31 11:09:00,40,1,15.6342
1081,13889.0,1574.3300000000002,5,2010-11-22 13:25:00,18,1,15.743300000000001
1082,13890.0,1043.57,4,2010-11-30 12:46:00,10,1,10.435699999999999
1083,13891.0,863.5600000000001,3,2010-11-26 15:57:00,14,1,8.6356
1085,13895.0,1415.45,2,2010-07-12 10:46:00,151,1,14.1545
1089,13900.0,869.64,3,2010-11-15 14:48:00,25,1,8.6964
1101,13916.0,1275.81,4,2010-09-02 10:04:00,99,1,12.758099999999999
1103,13920.0,1774.68,4,2010-10-04 12:37:00,67,1,17.7468
1104,13921.0,730.7,4,2010-11-02 16:32:00,38,1,7.307
1112,13939.0,992.41,4,2010-10-04 14:35:00,67,1,9.9241
1118,13946.0,1314.66,3,2010-11-28 16:21:00,12,1,13.146600000000001
1130,13965.0,996.61,3,2010-08-20 10:40:00,112,1,9.9661
1142,13980.0,599.78,4,2010-09-26 12:58:00,75,1,5.9978
1146,13984.0,1128.09,8,2010-12-08 15:58:00,2,1,11.280899999999999
1158,14000.0,1410.68,4,2010-10-21 15:35:00,50,1,14.1068
1161,14004.0,1675.81,4,2010-11-11 13:26:00,29,1,16.7581
1162,14006.0,1234.48,4,2010-06-29 12:43:00,164,1,12.3448
1169,14014.0,1443.03,2,2010-11-28 14:56:00,12,1,14.430299999999999
1174,14021.0,1084.68,4,2010-11-30 15:14:00,10,1,10.8468
1184,14035.0,1428.7,4,2010-10-29 10:10:00,42,1,14.287
1185,14037.0,689.75,4,2010-08-18 12:52:00,114,1,6.8975
1186,14038.0,1509.5,2,2010-11-07 14:52:00,33,1,15.095
1203,14061.0,917.4300000000001,3,2010-07-20 17:22:00,143,1,9.1743
1207,14065.0,891.02,3,2010-11-15 16:13:00,25,1,8.9102
1215,14078.0,643.26,4,2010-12-01 12:54:00,9,1,6.4326
1217,14080.0,1070.08,4,2010-10-22 14:04:00,49,1,10.7008
1237,14107.0,2174.07,4,2010-09-17 12:25:00,84,1,21.7407
1242,14114.0,977.5600000000001,5,2010-11-09 09:13:00,31,1,9.7756
1249,14127.0,1190.3700000000001,3,2010-11-24 16:56:00,16,1,11.9037
1251,14129.0,1467.48,4,2010-11-05 09:59:00,35,1,14.6748
1252,14130.0,1398.81,3,2010-11-29 17:11:00,11,1,13.9881
1257,14136.0,1570.81,5,2010-11-04 11:53:00,36,1,15.7081
1267,14152.0,1376.05,5,2010-11-17 14:20:00,23,1,13.7605
1277,14167.0,721.65,4,2010-09-01 17:15:00,100,1,7.2165
1289,14182.0,678.77,4,2010-09-22 11:45:00,79,1,6.7877
1291,14186.0,1550.63,5,2010-10-08 13:30:00,63,1,15.506300000000001
1293,14189.0,1160.31,2,2010-12-06 11:42:00,4,1,11.6031
1299,14195.0,1603.6,4,2010-09-26 14:06:00,75,1,16.035999999999998
1301,14198.0,868.33,5,2010-11-04 13:50:00,36,1,8.683300000000001
1302,14199.0,906.3,3,2010-10-12 08:25:00,59,1,9.062999999999999
1305,14202.0,847.76,3,2010-11-23 17:13:00,17,1,8.4776
1307,14204.0,901.9300000000001,3,2010-10-13 13:32:00,58,1,9.019300000000001
1317,14215.0,1626.61,4,2010-12-06 15:34:00,4,1,16.266099999999998
1319,14217.0,1411.91,7,2010-12-08 13:28:00,2,1,14.119100000000001
1323,14224.0,847.78,5,2010-11-14 13:53:00,26,1,8.4778
1324,14225.0,2037.02,4,2010-10-01 10:32:00,70,1,20.3702
1328,14229.0,1046.84,4,2010-11-01 13:04:00,39,1,10.468399999999999
1329,14230.0,979.8000000000001,3,2010-09-30 09:07:00,71,1,9.798
1331,14233.0,1441.55,3,2010-08-31 15:03:00,101,1,14.4155
1332,14235.0,1573.1299999999999,4,2010-07-29 17:24:00,134,1,15.7313
1333,14236.0,1253.78,4,2010-12-02 18:49:00,8,1,12.537799999999999
1341,14247.0,635.89,4,2010-10-31 13:58:00,40,1,6.3589
1348,14256.0,1504.93,3,2010-08-05 09:30:00,127,1,15.0493
1353,14264.0,1183.39,4,2010-11-25 17:42:00,15,1,11.833900000000002
1361,14275.0,1189.3799999999999,6,2010-11-09 09:06:00,31,1,11.893799999999999
1362,14276.0,982.94,4,2010-10-28 17:13:00,43,1,9.8294
1368,14283.0,628.4399999999999,4,2010-09-02 14:46:00,99,1,6.2844
1370,14285.0,1374.41,4,2010-07-14 14:07:00,149,1,13.744100000000001
1372,14290.0,2201.91,3,2010-10-22 12:03:00,49,1,22.019099999999998
1377,14295.0,2196.71,4,2010-09-27 09:48:00,74,1,21.967100000000002
1381,14301.0,1352.04,3,2010-10-19 14:09:00,52,1,13.5204
1384,14304.0,1341.56,2,2010-11-25 10:20:00,15,1,13.4156
1385,14306.0,1058.0800000000002,4,2010-11-26 10:44:00,14,1,10.580800000000002
1388,14309.0,1428.28,2,2010-10-22 13:18:00,49,1,14.2828
1391,14312.0,1478.7,5,2010-11-26 11:40:00,14,1,14.787
1394,14316.0,1370.34,5,2010-10-13 16:31:00,58,1,13.703399999999998
1403,14327.0,1583.28,5,2010-11-22 15:24:00,18,1,15.832799999999999
1408,14334.0,1766.27,4,2010-10-10 10:33:00,61,1,17.6627
1413,14343.0,1088.91,4,2010-10-14 13:05:00,57,1,10.889100000000001
1415,14346.0,1294.17,3,2010-10-10 14:19:00,61,1,12.9417
1419,14355.0,840.0500000000001,3,2010-12-09 12:16:00,1,1,8.400500000000001
1426,14370.0,1175.78,6,2010-09-15 10:53:00,86,1,11.7578
1438,14389.0,854.55,3,2010-10-11 10:04:00,60,1,8.545499999999999
1439,14390.0,1747.01,5,2010-12-02 11:57:00,8,1,17.4701
1444,14396.0,1633.94,6,2010-12-03 15:19:00,7,1,16.3394
1447,14400.0,1157.77,2,2010-10-27 13:59:00,44,1,11.5777
1453,14408.0,1503.2400000000002,4,2010-08-25 13:08:00,107,1,15.032400000000003
1454,14409.0,1696.64,5,2010-12-06 15:06:00,4,1,16.9664
1455,14410.0,1546.07,2,2010-11-28 14:57:00,12,1,15.4607
1462,14420.0,1251.65,3,2010-11-08 10:49:00,32,1,12.5165
1463,14421.0,1656.26,4,2010-07-15 12:30:00,148,1,16.5626
1470,14430.0,1220.9,3,2010-07-16 11:35:00,147,1,12.209000000000001
1471,14431.0,2143.84,3,2010-11-25 14:03:00,15,1,21.4384
1475,14437.0,895.84,5,2010-12-09 09:27:00,1,1,8.958400000000001
1485,14449.0,1575.7,5,2010-12-02 14:09:00,8,1,15.757
1486,14450.0,645.19,4,2010-11-25 11:58:00,15,1,6.4519
1489,14454.0,977.3,5,2010-11-28 13:26:00,12,1,9.773
1490,14455.0,628.21,4,2010-10-03 15:48:00,68,1,6.282100000000001
1493,14460.0,659.16,6,2010-11-08 15:00:00,32,1,6.5916
1502,14469.0,2112.21,4,2010-10-19 14:30:00,52,1,21.1221
1509,14478.0,1276.66,4,2010-11-22 15:29:00,18,1,12.7666
1510,14479.0,982.86,3,2010-12-09 12:59:00,1,1,9.8286
1511,14480.0,1020.47,3,2010-11-02 12:35:00,38,1,10.2047
1512,14481.0,1674.98,3,2010-10-28 19:20:00,43,1,16.7498
1518,14489.0,1111.55,3,2010-09-28 15:26:00,73,1,11.115499999999999
1519,14490.0,1273.47,2,2010-10-29 15:04:00,42,1,12.7347
1527,14498.0,1953.95,5,2010-11-03 11:11:00,37,1,19.5395
1528,14499.0,1323.65,4,2010-11-30 14:28:00,10,1,13.236500000000001
1530,14506.0,1278.5,3,2010-12-05 14:25:00,5,1,12.785
1531,14507.0,1901.25,5,2010-11-26 11:24:00,14,1,19.0125
1534,14510.0,1007.28,3,2010-11-29 12:46:00,11,1,10.072799999999999
1535,14512.0,948.19,5,2010-11-21 13:00:00,19,1,9.481900000000001
1538,14515.0,1647.17,6,2010-11-17 12:24:00,23,1,16.471700000000002
1543,14524.0,1066.03,4,2010-10-26 11:21:00,45,1,10.6603
1550,14533.0,1516.65,4,2010-10-28 16:42:00,43,1,15.166500000000001
1554,14538.0,982.59,3,2010-06-27 10:23:00,166,1,9.8259
1556,14541.0,1038.03,6,2010-10-19 15:07:00,52,1,10.3803
1564,14551.0,693.81,5,2010-10-24 14:45:00,47,1,6.9380999999999995
1566,14553.0,982.27,4,2010-10-24 12:00:00,47,1,9.8227
1567,14555.0,1991.49,4,2010-11-23 11:35:00,17,1,19.9149
1574,14564.0,2605.62,2,2010-10-01 09:02:00,70,1,26.0562
1582,14573.0,968.0,5,2010-12-02 19:59:00,8,1,9.68
1591,14584.0,705.65,4,2010-10-14 13:48:00,57,1,7.0565
1592,14585.0,986.22,4,2010-11-22 12:44:00,18,1,9.8622
1600,14597.0,1318.3899999999999,4,2010-11-25 13:38:00,15,1,13.1839
1606,14605.0,937.16,4,2010-11-30 14:07:00,10,1,9.371599999999999
1610,14609.0,884.64,6,2010-11-14 10:14:00,26,1,8.8464
1616,14615.0,951.76,5,2010-11-10 13:36:00,30,1,9.5176
1619,14618.0,788.88,4,2010-11-28 10:24:00,12,1,7.8888
1621,14621.0,1212.21,4,2010-07-16 07:50:00,147,1,12.1221
1622,14623.0,1170.33,5,2010-11-24 15:26:00,16,1,11.703299999999999
1623,14624.0,588.22,4,2010-10-20 15:16:00,51,1,5.8822
1627,14628.0,1326.04,3,2010-09-23 18:24:00,78,1,13.260399999999999
1629,14631.0,1018.71,3,2010-11-18 10:37:00,22,1,10.187100000000001
1630,14634.0,2124.46,4,2010-09-28 10:40:00,73,1,21.244600000000002
1633,14639.0,1994.47,3,2010-10-27 13:47:00,44,1,19.9447
1634,14640.0,1541.98,4,2010-10-26 09:45:00,45,1,15.4198
1636,14644.0,1416.96,5,2010-10-21 10:10:00,50,1,14.1696
1643,14651.0,1379.52,7,2010-11-10 16:05:00,30,1,13.7952
1644,14653.0,1666.99,5,2010-07-14 12:19:00,149,1,16.6699
1646,14655.0,1946.28,3,2010-11-16 12:28:00,24,1,19.4628
1654,14669.0,1973.94,4,2010-03-16 09:39:00,269,1,19.7394
1658,14673.0,1674.41,3,2010-12-07 12:49:00,3,1,16.7441
1664,14679.0,1289.44,3,2010-11-23 11:51:00,17,1,12.894400000000001
1667,14682.0,1462.81,4,2010-10-07 09:53:00,64,1,14.6281
1671,14686.0,885.83,5,2010-10-21 18:31:00,50,1,8.8583
1675,14692.0,1153.54,8,2010-11-24 12:40:00,16,1,11.5354
1676,14693.0,992.46,6,2010-10-10 13:26:00,61,1,9.9246
1678,14695.0,1620.07,3,2010-07-08 14:18:00,155,1,16.200699999999998
1687,14708.0,1085.91,3,2010-12-06 12:23:00,4,1,10.859100000000002
1693,14715.0,973.0699999999999,4,2010-09-23 13:04:00,78,1,9.730699999999999
1699,14723.0,934.76,7,2010-12-03 14:26:00,7,1,9.3476
1708,14734.0,1056.42,4,2010-10-10 12:04:00,61,1,10.564200000000001
1711,14737.0,2389.62,1,2010-11-04 11:29:00,36,1,23.8962
1719,14745.0,1351.55,7,2010-07-26 13:07:00,137,1,13.5155
