,Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster,MonetaryValue per 100 pounds
3808,17593.0,4168.46,6,2010-10-26 17:55:00,45,4,41.6846
3834,17625.0,4020.8,4,2010-09-19 14:51:00,82,4,40.208
3888,17700.0,4145.33,10,2010-11-23 15:55:00,17,4,41.4533
3914,17735.0,4134.91,8,2010-12-07 10:32:00,3,4,41.3491
3916,17739.0,4939.24,11,2010-11-30 09:52:00,10,4,49.392399999999995
3969,17809.0,5925.4800000000005,11,2010-12-03 12:43:00,7,4,59.2548
3986,17829.0,3867.5,4,2010-10-26 13:46:00,45,4,38.675
3989,17838.0,3943.6000000000004,10,2010-12-09 15:50:00,1,4,39.43600000000001
4063,17940.0,26286.75,6,2010-09-20 15:33:00,81,4,262.8675
4146,18052.0,10877.18,1,2010-05-24 11:11:00,200,4,108.7718
4149,18055.0,4411.38,6,2010-12-07 09:13:00,3,4,44.1138
4176,18092.0,7111.18,8,2010-12-09 10:00:00,1,4,71.1118
4234,18178.0,4512.93,7,2010-11-02 17:24:00,38,4,45.1293
4282,18251.0,21964.14,8,2010-09-20 13:26:00,81,4,219.6414
