,Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster,MonetaryValue per 100 pounds
148,12580.0,637.2,1,2010-05-12 11:45:00,212,0,6.372000000000001
163,12606.0,21.0,1,2010-01-26 16:23:00,318,0,0.21
169,12619.0,140.14,1,2010-05-28 12:52:00,196,0,1.4013999999999998
177,12634.0,490.0,2,2010-06-22 10:05:00,171,0,4.9
179,12636.0,141.0,1,2009-12-01 09:55:00,374,0,1.41
181,12638.0,249.8,1,2010-03-10 10:30:00,275,0,2.498
196,12663.0,239.4,2,2010-03-25 09:40:00,260,0,2.394
203,12672.0,211.15,1,2010-04-23 09:57:00,231,0,2.1115
205,12675.0,958.5,2,2010-06-04 09:49:00,189,0,9.585
207,12677.0,395.1,2,2010-06-02 14:30:00,191,0,3.951
215,12692.0,110.95,1,2010-03-12 14:02:00,273,0,1.1095
218,12695.0,825.02,3,2010-06-29 16:12:00,164,0,8.2502
220,12698.0,339.75,1,2010-04-28 15:51:00,226,0,3.3975
223,12703.0,722.98,3,2010-03-16 13:22:00,269,0,7.2298
227,12711.0,1339.05,2,2010-04-07 11:59:00,247,0,13.3905
230,12717.0,277.93,1,2010-04-28 14:34:00,226,0,2.7793
238,12730.0,829.25,1,2010-07-06 12:19:00,157,0,8.2925
245,12741.0,406.07,2,2010-06-28 14:36:00,165,0,4.0607
246,12742.0,1201.52,1,2010-03-24 12:43:00,261,0,12.0152
249,12746.0,254.55,1,2010-06-17 10:41:00,176,0,2.5455
266,12773.0,124.25,1,2010-05-24 17:30:00,200,0,1.2425
267,12774.0,98.7,1,2010-06-22 10:38:00,171,0,0.987
269,12776.0,55.5,1,2010-02-10 12:11:00,303,0,0.555
273,12780.0,337.4,1,2010-04-20 09:40:00,234,0,3.3739999999999997
275,12784.0,1230.33,1,2010-06-28 13:06:00,165,0,12.3033
276,12785.0,788.45,2,2010-06-22 12:16:00,171,0,7.8845
277,12786.0,728.5,1,2010-04-09 12:12:00,245,0,7.285
283,12792.0,426.47,1,2010-06-23 10:49:00,170,0,4.2647
285,12796.0,381.0,1,2010-03-21 15:49:00,264,0,3.81
288,12799.0,219.35,1,2010-06-28 15:57:00,165,0,2.1935
298,12809.0,1266.63,2,2010-05-23 11:08:00,201,0,12.666300000000001
299,12810.0,534.99,2,2010-06-23 10:53:00,170,0,5.3499
305,12821.0,128.07999999999998,1,2010-04-07 15:14:00,247,0,1.2808
307,12825.0,518.63,2,2010-07-06 13:56:00,157,0,5.1863
309,12829.0,92.30000000000001,1,2010-06-07 15:04:00,186,0,0.9230000000000002
313,12837.0,554.31,1,2010-05-19 15:10:00,205,0,5.543099999999999
321,12846.0,15.58,1,2010-01-26 16:29:00,318,0,0.1558
323,12848.0,208.0,1,2010-02-02 12:45:00,311,0,2.08
333,12860.0,55.47,1,2010-01-15 15:22:00,329,0,0.5547
334,12861.0,68.25,1,2010-03-30 11:39:00,255,0,0.6825
342,12869.0,337.66999999999996,1,2010-01-27 12:10:00,317,0,3.3766999999999996
357,12894.0,157.35,1,2010-05-13 14:47:00,211,0,1.5735
363,12905.0,1018.42,2,2010-05-12 10:05:00,212,0,10.184199999999999
368,12911.0,1680.47,1,2010-06-06 12:13:00,187,0,16.8047
375,12920.0,323.86,3,2010-05-17 12:57:00,207,0,3.2386
379,12925.0,35.28,1,2010-04-26 10:32:00,228,0,0.3528
386,12934.0,181.65,1,2009-12-03 10:51:00,372,0,1.8165
390,12941.0,377.49,1,2009-12-15 13:12:00,360,0,3.7749
392,12943.0,496.5,2,2010-05-30 13:52:00,194,0,4.965
393,12945.0,437.16,1,2010-02-21 15:18:00,292,0,4.3716
396,12948.0,252.48000000000002,2,2009-12-09 11:46:00,366,0,2.5248000000000004
399,12953.0,498.96000000000004,1,2010-07-05 13:37:00,158,0,4.9896
400,12954.0,162.45,1,2010-03-11 10:16:00,274,0,1.6244999999999998
401,12956.0,413.82,3,2010-01-24 10:33:00,320,0,4.1382
410,12969.0,122.45,1,2010-04-16 10:50:00,238,0,1.2245
415,12974.0,264.15,1,2010-05-23 11:45:00,201,0,2.6414999999999997
420,12979.0,517.7,1,2009-12-10 15:45:00,365,0,5.1770000000000005
423,12983.0,490.08000000000004,1,2010-04-20 12:58:00,234,0,4.9008
429,12992.0,93.35000000000001,1,2009-12-14 16:46:00,361,0,0.9335000000000001
434,13000.0,497.65000000000003,1,2009-12-14 17:03:00,361,0,4.976500000000001
439,13007.0,175.25,1,2010-05-09 10:38:00,215,0,1.7525
441,13009.0,234.0,1,2010-02-05 12:22:00,308,0,2.34
450,13020.0,618.96,2,2010-05-26 11:12:00,198,0,6.1896
453,13023.0,759.13,1,2010-06-29 09:52:00,164,0,7.5913
455,13025.0,323.39,1,2009-12-08 10:02:00,367,0,3.2338999999999998
465,13036.0,307.1,1,2010-01-24 11:35:00,320,0,3.071
467,13039.0,1010.73,4,2010-05-04 16:45:00,220,0,10.1073
469,13042.0,1556.54,3,2010-04-20 13:43:00,234,0,15.5654
477,13051.0,155.8,2,2010-05-10 09:14:00,214,0,1.558
479,13053.0,127.65,1,2010-03-28 11:28:00,257,0,1.2765
481,13056.0,209.48,1,2010-06-06 14:10:00,187,0,2.0947999999999998
482,13057.0,722.09,3,2010-06-27 15:44:00,166,0,7.2209
485,13064.0,561.25,2,2010-06-07 16:28:00,186,0,5.6125
490,13071.0,129.22,1,2010-04-06 13:37:00,248,0,1.2922
504,13087.0,313.64,1,2009-12-13 15:16:00,362,0,3.1364
508,13091.0,1976.0,2,2009-12-10 12:44:00,365,0,19.76
522,13109.0,347.49,1,2010-06-06 12:59:00,187,0,3.4749
524,13111.0,321.88000000000005,1,2009-12-21 09:00:00,354,0,3.2188000000000003
525,13112.0,20.6,1,2010-06-16 17:03:00,177,0,0.20600000000000002
527,13114.0,234.38,1,2009-12-09 09:56:00,366,0,2.3438
531,13119.0,134.9,1,2010-02-09 08:38:00,304,0,1.349
534,13125.0,158.57,1,2010-07-04 11:58:00,159,0,1.5856999999999999
536,13128.0,263.5,1,2010-03-18 15:08:00,267,0,2.635
548,13143.0,405.1,1,2010-05-04 12:22:00,220,0,4.051
553,13151.0,1322.8700000000001,2,2010-03-24 09:31:00,261,0,13.228700000000002
562,13163.0,17.65,1,2010-04-08 16:21:00,246,0,0.1765
563,13164.0,372.2,2,2010-05-19 13:52:00,205,0,3.722
567,13168.0,556.12,1,2010-06-15 15:00:00,178,0,5.5612
568,13169.0,127.2,1,2010-05-26 15:58:00,198,0,1.272
572,13175.0,831.45,2,2010-05-06 13:13:00,218,0,8.3145
575,13179.0,572.3100000000001,1,2010-03-31 11:40:00,254,0,5.7231000000000005
576,13180.0,86.10000000000001,1,2010-04-11 13:37:00,243,0,0.8610000000000001
579,13187.0,130.99,3,2010-03-25 19:06:00,260,0,1.3099
580,13190.0,570.66,3,2010-06-13 15:47:00,180,0,5.7066
581,13191.0,164.69,1,2010-02-19 17:02:00,294,0,1.6469
586,13197.0,373.01000000000005,1,2010-04-09 09:14:00,245,0,3.7301000000000006
592,13204.0,966.6600000000001,1,2009-12-08 14:56:00,367,0,9.6666
602,13217.0,132.5,1,2010-02-22 12:49:00,291,0,1.325
603,13219.0,76.23,1,2010-03-31 14:18:00,254,0,0.7623000000000001
604,13220.0,516.8,1,2010-05-13 10:35:00,211,0,5.167999999999999
605,13222.0,88.5,1,2010-05-11 13:54:00,213,0,0.885
611,13234.0,356.95,2,2010-02-05 11:41:00,308,0,3.5694999999999997
646,13283.0,279.7,2,2010-05-21 13:56:00,203,0,2.7969999999999997
647,13285.0,655.47,2,2010-04-18 13:38:00,236,0,6.5547
648,13286.0,734.91,1,2010-04-18 15:35:00,236,0,7.3491
649,13287.0,781.59,3,2010-04-15 15:26:00,239,0,7.8159
651,13289.0,307.95,1,2009-12-16 11:53:00,359,0,3.0795
656,13294.0,815.79,1,2010-03-03 12:54:00,282,0,8.1579
662,13302.0,95.45,1,2010-07-01 12:32:00,162,0,0.9545
668,13308.0,284.86,1,2010-04-22 09:22:00,232,0,2.8486000000000002
673,13315.0,310.26,1,2010-01-19 15:34:00,325,0,3.1026
686,13337.0,1575.26,1,2010-06-11 13:27:00,182,0,15.7526
708,13383.0,305.28000000000003,1,2010-06-14 11:45:00,179,0,3.0528000000000004
712,13388.0,508.55,1,2010-04-15 10:18:00,239,0,5.0855
713,13392.0,91.14,1,2010-01-31 13:34:00,313,0,0.9114
714,13393.0,1131.45,4,2010-05-05 09:34:00,219,0,11.3145
720,13400.0,310.83,1,2010-05-06 09:00:00,218,0,3.1083
728,13412.0,487.34999999999997,1,2010-03-29 16:28:00,256,0,4.8735
729,13413.0,429.44,6,2010-03-10 12:17:00,275,0,4.2943999999999996
732,13416.0,228.3,1,2009-12-03 13:02:00,372,0,2.283
743,13432.0,439.1,2,2010-05-17 13:18:00,207,0,4.391
747,13438.0,46.5,1,2010-06-10 18:46:00,183,0,0.465
751,13442.0,419.87,3,2010-02-10 14:03:00,303,0,4.1987
754,13445.0,241.89999999999998,1,2010-03-23 15:34:00,262,0,2.4189999999999996
761,13454.0,219.87,1,2010-03-08 14:40:00,277,0,2.1987
763,13457.0,148.22,2,2010-01-20 08:48:00,324,0,1.4822
765,13459.0,1160.4099999999999,2,2010-03-25 10:24:00,260,0,11.604099999999999
772,13469.0,82.4,1,2010-02-24 15:03:00,289,0,0.8240000000000001
782,13482.0,151.45,1,2010-03-22 10:31:00,263,0,1.5145
787,13490.0,154.25,1,2010-02-23 14:48:00,290,0,1.5425
791,13498.0,327.38,1,2009-12-09 15:26:00,366,0,3.2738
797,13508.0,176.07999999999998,1,2010-03-07 11:58:00,278,0,1.7608
800,13511.0,282.76,1,2010-02-01 12:10:00,312,0,2.8276
809,13526.0,1182.0,2,2009-12-01 13:13:00,374,0,11.82
811,13530.0,402.97999999999996,1,2010-03-15 14:10:00,270,0,4.0298
821,13543.0,1439.6100000000001,2,2010-03-15 13:34:00,270,0,14.3961
829,13551.0,152.39999999999998,1,2010-02-11 15:01:00,302,0,1.5239999999999998
831,13553.0,517.8,1,2010-02-03 12:21:00,310,0,5.178
854,13583.0,664.001,1,2010-01-29 13:53:00,315,0,6.64001
856,13585.0,684.54,3,2010-06-27 12:33:00,166,0,6.8454
857,13586.0,131.53,1,2010-06-16 13:47:00,177,0,1.3153
868,13600.0,298.9,1,2010-03-15 17:16:00,270,0,2.989
871,13604.0,717.62,1,2010-02-19 12:02:00,294,0,7.1762
874,13608.0,236.2,1,2010-06-17 12:28:00,176,0,2.362
875,13609.0,167.35,1,2010-04-25 13:26:00,229,0,1.6735
878,13612.0,818.29,1,2010-03-17 12:14:00,268,0,8.1829
882,13616.0,288.1,2,2010-05-20 12:59:00,204,0,2.8810000000000002
884,13619.0,231.69,2,2010-06-13 11:39:00,180,0,2.3169
885,13620.0,112.34,1,2010-06-29 15:02:00,164,0,1.1234
886,13622.0,658.95,1,2010-01-12 13:22:00,332,0,6.5895
889,13625.0,301.26,1,2010-04-22 10:50:00,232,0,3.0126
892,13628.0,310.14,1,2010-02-01 14:44:00,312,0,3.1014
898,13640.0,405.0,1,2010-04-07 15:33:00,247,0,4.05
899,13641.0,1016.47,5,2010-03-09 07:37:00,276,0,10.1647
916,13661.0,325.24,1,2010-04-15 14:58:00,239,0,3.2524
924,13672.0,233.53000000000003,1,2009-12-09 11:40:00,366,0,2.3353
926,13676.0,243.9,2,2010-06-18 17:30:00,175,0,2.439
934,13688.0,375.5,1,2010-03-14 14:11:00,271,0,3.755
940,13695.0,266.6,1,2010-05-11 11:07:00,213,0,2.6660000000000004
942,13698.0,465.53000000000003,2,2010-04-22 11:52:00,232,0,4.6553
943,13699.0,455.57,1,2010-06-07 13:03:00,186,0,4.5557
949,13706.0,300.38,1,2010-03-23 09:18:00,262,0,3.0038
954,13712.0,537.58,1,2010-04-08 11:16:00,246,0,5.375800000000001
963,13724.0,213.01,1,2010-03-12 15:28:00,273,0,2.1301
964,13727.0,746.57,6,2010-04-07 12:14:00,247,0,7.465700000000001
972,13739.0,75.3,1,2010-06-30 10:25:00,163,0,0.753
974,13745.0,477.32,1,2010-06-11 17:19:00,182,0,4.7732
979,13752.0,404.45000000000005,1,2010-06-30 10:23:00,163,0,4.0445
980,13753.0,1353.31,3,2010-04-20 14:08:00,234,0,13.5331
983,13757.0,195.55,1,2010-02-03 12:37:00,310,0,1.9555
990,13765.0,352.821,1,2010-02-24 13:46:00,289,0,3.52821
993,13768.0,875.97,2,2009-12-13 10:41:00,362,0,8.7597
999,13775.0,1049.66,1,2010-04-28 12:15:00,226,0,10.4966
1005,13781.0,650.99,2,2010-04-26 14:30:00,228,0,6.5099
1015,13793.0,96.0,1,2010-03-03 08:25:00,282,0,0.96
1016,13794.0,126.03,1,2010-06-11 12:30:00,182,0,1.2603
1029,13814.0,678.2,1,2010-06-30 14:12:00,163,0,6.782
1032,13819.0,1502.0,3,2010-02-08 15:30:00,305,0,15.02
1037,13825.0,255.59,2,2010-03-28 11:02:00,257,0,2.5559
1039,13830.0,156.85000000000002,1,2010-05-07 12:24:00,217,0,1.5685000000000002
1043,13834.0,324.19,2,2010-05-12 10:27:00,212,0,3.2419
1052,13847.0,310.72,1,2009-12-20 10:41:00,355,0,3.1072
1056,13852.0,187.35000000000002,1,2010-04-08 09:06:00,246,0,1.8735000000000002
1061,13859.0,314.7,1,2010-06-28 15:36:00,165,0,3.147
1075,13879.0,395.5,1,2010-03-04 10:49:00,281,0,3.955
1086,13896.0,388.55,1,2010-03-24 08:55:00,261,0,3.8855
1093,13905.0,312.65,1,2009-12-07 11:41:00,368,0,3.1264999999999996
1095,13907.0,136.8,1,2010-01-17 12:22:00,327,0,1.368
1114,13942.0,320.0,1,2010-06-23 12:35:00,170,0,3.2
1115,13943.0,246.54,1,2010-05-11 11:30:00,213,0,2.4654
1116,13944.0,200.43,1,2010-02-24 15:02:00,289,0,2.0043
1137,13974.0,264.13,1,2010-05-06 17:55:00,218,0,2.6412999999999998
1160,14003.0,209.41,1,2009-12-07 08:53:00,368,0,2.0941
1166,14010.0,445.15,2,2010-05-23 13:00:00,201,0,4.451499999999999
1171,14017.0,229.75,1,2010-05-17 14:52:00,207,0,2.2975
1172,14018.0,367.15000000000003,1,2010-03-04 14:23:00,281,0,3.6715000000000004
1183,14033.0,109.44,1,2010-06-02 15:10:00,191,0,1.0944
1187,14039.0,115.08000000000001,1,2010-05-13 10:15:00,211,0,1.1508
1189,14042.0,431.98,1,2009-12-14 15:07:00,361,0,4.3198
1199,14055.0,795.3199999999999,2,2010-05-11 10:24:00,213,0,7.953199999999999
1208,14068.0,1262.52,3,2010-04-15 14:28:00,239,0,12.6252
1210,14070.0,326.55,1,2010-01-24 12:27:00,320,0,3.2655000000000003
1211,14072.0,390.85,1,2010-02-11 12:31:00,302,0,3.9085
1212,14074.0,219.39999999999998,1,2010-03-26 13:55:00,259,0,2.194
1216,14079.0,243.63,1,2010-01-26 17:19:00,318,0,2.4363
1229,14095.0,2.95,1,2009-12-17 12:49:00,358,0,0.029500000000000002
1233,14103.0,0.0,1,2010-02-12 14:58:00,301,0,0.0
1236,14106.0,214.79999999999998,1,2009-12-02 14:09:00,373,0,2.1479999999999997
1238,14108.0,447.05,2,2009-12-08 15:25:00,367,0,4.4705
1247,14123.0,436.18,1,2009-12-06 15:35:00,369,0,4.3618
1250,14128.0,286.71,1,2010-06-06 14:05:00,187,0,2.8670999999999998
1253,14131.0,187.87,1,2010-03-01 11:59:00,284,0,1.8787
1254,14133.0,305.5,1,2009-12-06 12:10:00,369,0,3.055
1258,14137.0,332.7,1,2010-01-13 12:30:00,331,0,3.327
1266,14151.0,679.45,2,2010-02-04 15:35:00,309,0,6.7945
1281,14171.0,135.0,1,2009-12-09 13:50:00,366,0,1.35
1282,14172.0,402.72,3,2010-04-13 13:26:00,241,0,4.027200000000001
1283,14173.0,135.16,2,2010-03-08 13:24:00,277,0,1.3516
1294,14190.0,79.9,1,2010-02-11 14:27:00,302,0,0.799
1303,14200.0,379.2,1,2010-04-01 13:01:00,253,0,3.792
1310,14207.0,157.8,1,2010-01-21 09:33:00,323,0,1.578
1311,14208.0,415.31,1,2010-06-06 13:11:00,187,0,4.1531
1321,14220.0,882.5999999999999,2,2010-05-21 13:29:00,203,0,8.825999999999999
1335,14238.0,287.38,2,2010-02-15 11:39:00,298,0,2.8738
1338,14241.0,120.0,1,2010-01-12 15:11:00,332,0,1.2
1340,14244.0,366.41999999999996,1,2010-02-17 11:40:00,296,0,3.6641999999999997
1347,14255.0,1000.63,1,2010-06-11 15:54:00,182,0,10.0063
1359,14272.0,482.85,2,2010-05-26 09:49:00,198,0,4.8285
1360,14274.0,256.6,1,2010-01-22 12:51:00,322,0,2.5660000000000003
1365,14279.0,191.86,2,2010-07-07 08:42:00,156,0,1.9186
1369,14284.0,704.4,1,2010-02-24 12:06:00,289,0,7.044
1387,14308.0,1147.02,2,2010-06-08 16:48:00,185,0,11.4702
1390,14311.0,206.19,1,2010-05-21 10:28:00,203,0,2.0619
1393,14315.0,716.69,2,2010-05-24 13:56:00,200,0,7.166900000000001
1397,14320.0,868.96,3,2010-06-11 12:45:00,182,0,8.6896
1401,14325.0,245.48000000000002,1,2010-05-19 09:20:00,205,0,2.4548
1406,14330.0,200.63,1,2010-03-26 09:10:00,259,0,2.0063
1409,14338.0,339.88,1,2010-06-21 10:32:00,172,0,3.3988
1416,14347.0,82.6,1,2009-12-03 10:49:00,372,0,0.826
1421,14361.0,214.70999999999998,1,2010-05-10 12:29:00,214,0,2.1471
1424,14366.0,136.0,1,2010-07-02 17:23:00,161,0,1.36
1425,14369.0,469.13,2,2010-03-07 15:47:00,278,0,4.6913
1428,14374.0,108.0,1,2010-06-16 14:25:00,177,0,1.08
1430,14376.0,215.46,1,2010-01-25 15:36:00,319,0,2.1546000000000003
1431,14378.0,131.25,1,2010-03-28 12:22:00,257,0,1.3125
1433,14380.0,48.96,1,2010-01-26 17:11:00,318,0,0.48960000000000004
1440,14391.0,135.6,1,2010-05-12 09:42:00,212,0,1.3559999999999999
1442,14394.0,93.8,1,2010-05-24 10:43:00,200,0,0.938
1449,14402.0,285.6,1,2010-02-25 13:20:00,288,0,2.8560000000000003
1450,14403.0,404.7,2,2010-04-29 08:47:00,225,0,4.047
1474,14436.0,182.64000000000001,1,2010-06-04 11:32:00,189,0,1.8264000000000002
1497,14464.0,111.0,2,2010-05-20 18:00:00,204,0,1.11
1501,14468.0,204.24,1,2009-12-06 12:21:00,369,0,2.0424
1504,14471.0,400.95,2,2010-04-27 17:12:00,227,0,4.0095
1505,14472.0,291.38,1,2010-01-19 13:09:00,325,0,2.9138
1506,14474.0,730.42,1,2010-05-09 12:12:00,215,0,7.3042
1514,14483.0,120.0,1,2009-12-03 10:16:00,372,0,1.2
1524,14495.0,51.0,1,2010-02-18 08:49:00,295,0,0.51
1526,14497.0,221.69,1,2010-02-04 09:59:00,309,0,2.2169
1533,14509.0,110.95,1,2010-06-23 13:21:00,170,0,1.1095
1539,14516.0,163.92,1,2010-07-11 14:07:00,152,0,1.6391999999999998
1540,14519.0,206.09,2,2010-01-25 11:18:00,319,0,2.0609
1542,14522.0,784.08,4,2010-04-23 10:45:00,231,0,7.840800000000001
1553,14537.0,285.84000000000003,1,2010-03-26 13:44:00,259,0,2.8584000000000005
1559,14545.0,349.25,1,2010-02-03 15:23:00,310,0,3.4925
1568,14556.0,835.34,3,2010-04-22 14:57:00,232,0,8.3534
1569,14558.0,655.5,3,2010-02-23 12:51:00,290,0,6.555
1583,14574.0,143.70000000000002,1,2009-12-07 12:42:00,368,0,1.4370000000000003
1588,14580.0,14.850000000000001,1,2010-07-09 15:20:00,154,0,0.14850000000000002
1589,14581.0,295.2,1,2010-06-13 15:48:00,180,0,2.952
1593,14588.0,135.39,1,2010-05-10 15:08:00,214,0,1.3538999999999999
1599,14596.0,229.47,1,2010-03-23 12:13:00,262,0,2.2947
1601,14598.0,162.07,1,2010-05-19 13:07:00,205,0,1.6207
1604,14602.0,205.35999999999999,1,2010-02-21 15:47:00,292,0,2.0536
1605,14604.0,143.85999999999999,1,2010-03-16 13:00:00,269,0,1.4385999999999999
1614,14613.0,76.32000000000001,1,2010-01-28 13:02:00,316,0,0.7632000000000001
1620,14619.0,896.8000000000001,1,2010-06-16 14:41:00,177,0,8.968
1632,14637.0,106.67999999999999,1,2010-01-31 15:52:00,313,0,1.0668
1635,14643.0,986.08,3,2010-04-01 08:33:00,253,0,9.860800000000001
1637,14645.0,279.8,1,2010-03-15 11:33:00,270,0,2.798
1639,14647.0,276.75,1,2010-07-04 13:27:00,159,0,2.7675
1642,14650.0,62.5,1,2010-04-29 20:27:00,224,0,0.625
1645,14654.0,246.86,1,2009-12-01 12:57:00,374,0,2.4686000000000003
1655,14670.0,190.47,1,2009-12-07 13:59:00,368,0,1.9047
1656,14671.0,1127.45,2,2010-06-08 13:39:00,185,0,11.2745
1662,14677.0,184.91,1,2010-04-26 09:48:00,228,0,1.8491
1663,14678.0,403.39,1,2010-05-09 14:32:00,215,0,4.0339
1668,14683.0,146.56,1,2010-04-30 17:18:00,224,0,1.4656
1677,14694.0,244.31,1,2010-04-01 19:46:00,253,0,2.4431
1685,14706.0,390.69,1,2010-03-31 11:09:00,254,0,3.9069
1695,14717.0,81.3,1,2009-12-06 13:05:00,369,0,0.813
1700,14724.0,345.25,1,2010-04-28 13:26:00,226,0,3.4525
1702,14726.0,124.75,1,2010-02-23 12:35:00,290,0,1.2475
1703,14727.0,199.35,2,2010-06-11 13:30:00,182,0,1.9935
1712,14738.0,507.45,2,2010-05-27 20:31:00,196,0,5.0745
1717,14743.0,50.48,1,2010-04-26 10:26:00,228,0,0.5047999999999999
1723,14750.0,112.03,1,2009-12-03 17:57:00,372,0,1.1203
1724,14751.0,126.45,2,2010-01-24 13:37:00,320,0,1.2645
1731,14762.0,117.05000000000001,1,2010-03-23 15:36:00,262,0,1.1705
1736,14771.0,594.62,2,2010-03-28 12:52:00,257,0,5.9462
1737,14773.0,140.55,1,2010-04-26 10:29:00,228,0,1.4055000000000002
1738,14774.0,241.45,1,2010-06-29 12:26:00,164,0,2.4145
1742,14783.0,307.3,1,2010-02-18 16:16:00,295,0,3.073
1744,14786.0,90.96,1,2010-06-07 13:42:00,186,0,0.9096
1746,14788.0,476.88,1,2010-04-22 18:16:00,232,0,4.7688
1748,14791.0,303.63,1,2010-04-12 10:24:00,242,0,3.0362999999999998
1749,14793.0,396.91,1,2010-06-22 16:54:00,171,0,3.9691
1754,14799.0,180.45,1,2009-12-02 11:18:00,373,0,1.8045
1760,14809.0,686.76,2,2010-03-28 15:44:00,257,0,6.8675999999999995
1763,14812.0,185.8,1,2010-04-20 12:13:00,234,0,1.858
1765,14814.0,160.46,1,2010-05-07 14:10:00,217,0,1.6046
1774,14826.0,385.2,2,2010-05-07 09:00:00,217,0,3.852
1775,14827.0,0.0,1,2010-02-12 15:47:00,301,0,0.0
1778,14831.0,1676.57,3,2010-01-28 14:31:00,316,0,16.7657
1779,14832.0,322.69,1,2010-03-19 15:14:00,266,0,3.2269
1782,14835.0,297.0,2,2010-06-29 10:08:00,164,0,2.97
1786,14840.0,299.86,1,2010-06-18 15:42:00,175,0,2.9986
1790,14845.0,150.0,1,2010-04-19 10:19:00,235,0,1.5
1796,14851.0,318.06,1,2010-03-19 11:52:00,266,0,3.1806
1803,14859.0,351.9,1,2010-06-03 10:26:00,190,0,3.5189999999999997
1813,14873.0,334.45,1,2010-03-16 10:51:00,269,0,3.3445
1814,14874.0,116.18,1,2010-06-22 14:58:00,171,0,1.1618000000000002
1816,14876.0,256.7,2,2010-07-06 14:57:00,157,0,2.5669999999999997
1819,14879.0,185.06,1,2010-01-24 11:35:00,320,0,1.8506
1821,14884.0,120.6,1,2010-02-08 12:56:00,305,0,1.206
1823,14890.0,691.6,2,2010-03-31 09:40:00,254,0,6.916
1825,14892.0,202.35000000000002,1,2010-01-18 08:58:00,326,0,2.0235000000000003
1826,14893.0,571.76,1,2010-04-01 09:03:00,253,0,5.7176
1833,14900.0,13.919999999999998,1,2010-07-05 15:09:00,158,0,0.1392
1847,14917.0,1123.75,2,2010-04-22 11:28:00,232,0,11.2375
1849,14919.0,359.35,1,2010-06-18 13:06:00,175,0,3.5935
1850,14920.0,629.4,1,2010-05-23 15:25:00,201,0,6.294
1852,14924.0,620.96,2,2010-04-08 15:40:00,246,0,6.2096
1855,14928.0,223.91000000000003,1,2010-03-22 09:14:00,263,0,2.2391
1861,14935.0,1065.12,1,2010-03-30 11:48:00,255,0,10.6512
1865,14941.0,182.1,1,2010-05-10 11:30:00,214,0,1.821
1867,14943.0,107.62,1,2010-02-14 16:04:00,299,0,1.0762
1874,14954.0,167.27,1,2010-01-05 16:38:00,339,0,1.6727
1875,14955.0,163.77,1,2009-12-07 11:35:00,368,0,1.6377000000000002
1877,14957.0,274.8,1,2010-03-05 10:50:00,280,0,2.748
1878,14958.0,458.26,3,2010-04-23 14:31:00,231,0,4.5826
1880,14962.0,240.21000000000004,3,2010-06-18 15:57:00,175,0,2.4021000000000003
1885,14969.0,906.23,1,2010-01-05 12:43:00,339,0,9.0623
1889,14977.0,31.929999999999996,1,2009-12-14 10:37:00,361,0,0.3193
1891,14979.0,439.46,1,2009-12-04 12:54:00,371,0,4.3946
