,Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster,MonetaryValue per 100 pounds
2102,15270.0,6145.37,14,2010-11-04 11:48:00,36,6,61.4537
2120,15291.0,9178.26,26,2010-12-01 09:32:00,9,6,91.7826
2125,15298.0,4659.47,12,2010-12-08 13:55:00,2,6,46.5947
2135,15311.0,56003.26,121,2010-12-09 14:15:00,1,6,560.0326
2163,15358.0,8703.210000000001,22,2010-12-09 10:04:00,1,6,87.03210000000001
2236,15465.0,5301.03,15,2010-12-05 10:12:00,5,6,53.0103
2264,15498.0,12723.18,19,2010-12-08 14:46:00,2,6,127.2318
2273,15513.0,12992.33,18,2010-12-09 09:23:00,1,6,129.9233
2279,15523.0,16947.98,15,2010-11-16 15:27:00,24,6,169.47979999999998
2293,15544.0,4615.72,12,2010-12-02 12:47:00,8,6,46.1572
2296,15547.0,5199.55,12,2010-11-28 13:56:00,12,6,51.9955
2302,15555.0,7307.18,22,2010-12-09 16:53:00,1,6,73.0718
2312,15570.0,5145.52,14,2010-12-05 12:57:00,5,6,51.455200000000005
2321,15581.0,4114.62,26,2010-12-08 14:38:00,2,6,41.1462
2335,15601.0,8183.56,17,2010-12-02 10:39:00,8,6,81.8356
2345,15615.0,10974.23,24,2010-11-14 12:07:00,26,6,109.7423
2358,15633.0,4352.46,13,2010-07-18 13:54:00,145,6,43.5246
2365,15640.0,11441.92,15,2010-12-02 15:40:00,8,6,114.4192
2401,15694.0,4331.41,12,2010-12-09 09:30:00,1,6,43.314099999999996
2419,15719.0,5177.45,18,2010-11-23 13:07:00,17,6,51.774499999999996
2434,15738.0,8560.550000000001,26,2010-12-02 12:50:00,8,6,85.6055
2439,15750.0,4331.711,12,2010-12-08 12:11:00,2,6,43.31711
2451,15768.0,14979.26,31,2010-08-20 15:58:00,112,6,149.7926
2452,15769.0,32451.6,21,2010-12-03 15:16:00,7,6,324.51599999999996
2479,15805.0,4660.75,13,2010-11-19 11:27:00,21,6,46.6075
2481,15808.0,14674.960000000001,18,2010-12-05 13:05:00,5,6,146.74960000000002
2500,15838.0,40519.92,16,2010-12-07 11:26:00,3,6,405.19919999999996
2512,15856.0,17832.77,26,2010-12-09 13:34:00,1,6,178.3277
2522,15867.0,5251.31,17,2010-12-05 14:17:00,5,6,52.5131
2529,15874.0,6878.88,14,2010-11-17 10:32:00,23,6,68.7888
2546,15898.0,4207.43,22,2010-12-07 13:30:00,3,6,42.0743
2611,15981.0,5954.29,13,2010-11-03 09:51:00,37,6,59.5429
2614,15984.0,5921.65,21,2010-12-06 13:21:00,4,6,59.216499999999996
2635,16008.0,4905.35,12,2010-11-22 13:22:00,18,6,49.05350000000001
2639,16013.0,20315.84,39,2010-12-03 13:10:00,7,6,203.1584
2644,16019.0,13679.61,18,2010-11-23 13:14:00,17,6,136.7961
2649,16029.0,41184.3,47,2010-12-02 17:40:00,8,6,411.843
2705,16103.0,4762.07,16,2010-11-15 16:44:00,25,6,47.6207
2720,16125.0,4298.3,14,2010-12-07 15:48:00,3,6,42.983000000000004
2728,16133.0,8403.22,23,2010-11-28 12:08:00,12,6,84.03219999999999
2749,16161.0,7256.24,25,2010-12-06 10:03:00,4,6,72.5624
2754,16168.0,6848.87,40,2010-12-05 11:38:00,5,6,68.4887
2755,16170.0,4983.95,14,2010-11-09 10:13:00,31,6,49.8395
2766,16186.0,5019.17,15,2010-12-02 14:40:00,8,6,50.1917
2787,16210.0,17403.21,19,2010-12-06 11:06:00,4,6,174.03209999999999
2948,16422.0,28967.07,59,2010-12-05 15:35:00,5,6,289.6707
3015,16525.0,11555.19,23,2010-12-08 11:31:00,2,6,115.5519
3036,16549.0,9027.55,24,2010-11-07 16:29:00,33,6,90.2755
3037,16550.0,7136.16,14,2010-12-06 13:53:00,4,6,71.3616
3040,16553.0,10924.19,21,2010-11-08 14:14:00,32,6,109.2419
3044,16558.0,5535.02,19,2010-12-08 12:01:00,2,6,55.3502
3112,16656.0,8207.37,15,2010-10-15 13:15:00,56,6,82.0737
3130,16684.0,80489.21,27,2010-11-25 11:04:00,15,6,804.8921
3140,16700.0,4091.16,13,2010-12-08 16:34:00,2,6,40.9116
3141,16701.0,4518.43,13,2010-10-12 18:16:00,59,6,45.1843
3144,16705.0,29480.061,22,2010-11-04 14:46:00,36,6,294.80061
3147,16710.0,3866.05,13,2010-12-06 13:13:00,4,6,38.6605
3150,16713.0,7637.56,18,2010-12-08 13:01:00,2,6,76.3756
3175,16746.0,11368.74,24,2010-11-21 10:38:00,19,6,113.6874
3179,16754.0,65500.07,29,2010-12-02 17:38:00,8,6,655.0007
3197,16779.0,22638.52,32,2010-12-08 09:56:00,2,6,226.3852
3200,16782.0,8158.51,26,2010-12-09 11:28:00,1,6,81.5851
3220,16814.0,5990.61,16,2010-12-05 11:45:00,5,6,59.906099999999995
3242,16843.0,9374.86,19,2010-10-13 10:31:00,58,6,93.74860000000001
3302,16923.0,6130.75,13,2010-11-29 13:59:00,11,6,61.3075
3319,16945.0,4202.66,14,2010-11-11 12:19:00,29,6,42.0266
3343,16985.0,5459.04,13,2010-11-28 12:12:00,12,6,54.5904
3366,17017.0,5416.349999999999,13,2010-12-09 15:35:00,1,6,54.16349999999999
3406,17068.0,4608.94,27,2010-12-06 13:58:00,4,6,46.0894
3420,17085.0,6324.76,23,2010-11-28 11:49:00,12,6,63.247600000000006
3459,17139.0,8915.99,13,2010-11-15 12:19:00,25,6,89.1599
3472,17157.0,4832.9,17,2010-08-16 13:22:00,116,6,48.32899999999999
3534,17231.0,4022.72,15,2010-11-15 15:03:00,25,6,40.227199999999996
3539,17238.0,4038.45,17,2010-12-03 15:10:00,7,6,40.384499999999996
3544,17243.0,12213.01,44,2010-12-05 10:03:00,5,6,122.1301
3642,17364.0,7589.24,17,2010-11-28 15:47:00,12,6,75.8924
3653,17377.0,14218.49,60,2010-12-09 10:42:00,1,6,142.1849
3656,17381.0,19726.76,12,2010-12-06 09:45:00,4,6,197.2676
3662,17389.0,25391.0,27,2010-11-30 12:21:00,10,6,253.91
3682,17416.0,10405.03,15,2010-11-11 12:47:00,29,6,104.05030000000001
3691,17428.0,14562.91,18,2010-12-06 09:37:00,4,6,145.6291
3704,17448.0,14556.97,46,2010-07-30 14:07:00,133,6,145.56969999999998
3746,17511.0,84541.17,31,2010-12-07 09:51:00,3,6,845.4117
3792,17576.0,5434.13,23,2010-12-09 16:57:00,1,6,54.341300000000004
3797,17581.0,7712.71,20,2010-12-02 14:49:00,8,6,77.1271
3805,17589.0,11645.7,14,2010-11-19 14:27:00,21,6,116.45700000000001
3824,17611.0,4387.76,13,2010-10-14 15:45:00,57,6,43.8776
3867,17675.0,17885.32,40,2010-12-07 13:22:00,3,6,178.8532
3869,17677.0,20329.68,28,2010-12-08 12:08:00,2,6,203.2968
3886,17696.0,5393.88,19,2010-11-22 09:55:00,18,6,53.9388
3892,17706.0,10245.49,17,2010-12-08 11:04:00,2,6,102.4549
3900,17716.0,10300.98,13,2010-11-08 10:45:00,32,6,103.0098
3991,17841.0,29892.5,91,2010-12-09 17:27:00,1,6,298.925
3998,17850.0,51208.87,155,2010-12-02 15:27:00,8,6,512.0887
4005,17858.0,7641.99,19,2010-12-05 13:08:00,5,6,76.4199
4011,17865.0,15848.07,26,2010-11-29 10:37:00,11,6,158.48069999999998
4019,17873.0,4656.72,14,2010-12-01 14:54:00,9,6,46.5672
4047,17920.0,20312.36,39,2010-12-06 16:58:00,4,6,203.1236
4067,17949.0,60117.6,74,2010-12-03 13:12:00,7,6,601.1759999999999
4081,17965.0,4618.41,17,2010-12-09 18:09:00,1,6,46.1841
4115,18008.0,17670.94,14,2010-10-20 14:28:00,51,6,176.7094
4136,18041.0,4568.99,20,2010-12-09 13:24:00,1,6,45.689899999999994
4154,18061.0,4369.56,19,2010-12-08 13:03:00,2,6,43.695600000000006
4172,18087.0,10705.8,15,2010-11-25 12:00:00,15,6,107.05799999999999
4185,18102.0,349164.35,89,2010-12-09 13:44:00,1,6,3491.6434999999997
4229,18172.0,9918.16,32,2010-11-17 15:24:00,23,6,99.1816
4264,18223.0,7516.31,12,2010-11-17 12:20:00,23,6,75.1631
4265,18225.0,7545.139999999999,15,2010-12-09 15:46:00,1,6,75.45139999999999
4266,18226.0,6650.83,15,2010-11-26 15:51:00,14,6,66.5083
4270,18231.0,4797.7,23,2010-10-29 14:17:00,42,6,47.977
4291,18260.0,7318.91,17,2010-11-30 12:25:00,10,6,73.1891
