,Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster,MonetaryValue per 100 pounds
774,13473.0,2235.12,6,2010-05-14 10:47:00,210,2,22.3512
778,13478.0,2215.78,5,2010-08-27 13:23:00,105,2,22.1578
781,13481.0,2026.28,6,2010-11-30 10:32:00,10,2,20.2628
784,13485.0,2564.98,10,2010-11-28 11:04:00,12,2,25.6498
789,13495.0,3329.39,6,2010-12-06 15:14:00,4,2,33.2939
799,13510.0,2766.73,7,2010-11-29 12:26:00,11,2,27.6673
807,13520.0,3285.05,6,2010-12-03 10:36:00,7,2,32.850500000000004
810,13527.0,2396.23,5,2010-10-17 12:52:00,54,2,23.9623
813,13534.0,1850.82,10,2010-11-25 15:54:00,15,2,18.5082
830,13552.0,3238.85,10,2010-10-07 12:30:00,64,2,32.3885
832,13554.0,1638.28,7,2010-11-24 15:05:00,16,2,16.3828
835,13557.0,2448.2,11,2010-10-20 14:06:00,51,2,24.482
837,13561.0,1678.86,10,2010-11-07 14:28:00,33,2,16.7886
838,13562.0,3038.85,5,2010-11-03 10:43:00,37,2,30.3885
848,13577.0,1801.68,7,2010-11-22 08:11:00,18,2,18.0168
862,13593.0,3486.61,9,2010-11-17 13:11:00,23,2,34.8661
877,13611.0,2147.73,7,2010-11-30 16:26:00,10,2,21.4773
895,13634.0,3498.31,11,2010-11-30 11:57:00,10,2,34.9831
901,13643.0,1637.33,7,2010-11-22 15:19:00,18,2,16.3733
904,13648.0,1764.02,8,2010-11-04 14:46:00,36,2,17.6402
910,13654.0,3600.67,5,2010-11-24 16:41:00,16,2,36.0067
913,13658.0,3386.33,4,2010-11-21 16:10:00,19,2,33.8633
914,13659.0,3321.68,10,2010-10-19 14:09:00,52,2,33.2168
917,13662.0,1352.35,8,2010-11-19 10:58:00,21,2,13.523499999999999
938,13693.0,2011.82,9,2010-11-30 18:21:00,10,2,20.118199999999998
953,13711.0,1540.2,7,2010-10-29 15:05:00,42,2,15.402000000000001
961,13722.0,3260.0,7,2010-10-15 10:18:00,56,2,32.6
965,13728.0,1839.03,10,2010-11-17 13:50:00,23,2,18.3903
978,13750.0,1954.92,6,2010-11-24 11:07:00,16,2,19.5492
988,13763.0,3502.48,2,2010-10-18 13:25:00,53,2,35.0248
994,13769.0,3003.9100000000003,11,2010-12-07 13:28:00,3,2,30.039100000000005
996,13771.0,3094.37,5,2010-06-24 13:42:00,169,2,30.9437
1010,13786.0,3128.54,6,2010-12-07 13:53:00,3,2,31.2854
1021,13799.0,2114.71,7,2010-09-21 12:02:00,80,2,21.147100000000002
1030,13815.0,3448.38,4,2010-10-29 11:42:00,42,2,34.4838
1035,13823.0,2445.79,5,2010-11-24 13:32:00,16,2,24.4579
1036,13824.0,1615.82,7,2010-11-25 17:33:00,15,2,16.1582
1049,13842.0,2244.29,10,2010-12-08 10:39:00,2,2,22.442899999999998
1053,13848.0,2080.0,6,2010-12-08 15:10:00,2,2,20.8
1067,13870.0,2941.14,7,2010-11-17 15:47:00,23,2,29.4114
1072,13875.0,3027.58,9,2010-11-17 13:12:00,23,2,30.2758
1090,13901.0,2809.14,10,2010-11-30 15:21:00,10,2,28.0914
1097,13911.0,1654.08,11,2010-11-25 16:16:00,15,2,16.5408
1107,13929.0,2651.45,9,2010-10-19 09:50:00,52,2,26.514499999999998
1121,13953.0,3125.0,5,2010-10-26 15:16:00,45,2,31.25
1136,13971.0,1909.31,6,2010-10-12 08:51:00,59,2,19.0931
1138,13975.0,2832.56,6,2010-11-11 16:18:00,29,2,28.325599999999998
1141,13979.0,2546.36,6,2010-11-11 14:10:00,29,2,25.4636
1144,13982.0,2573.7799999999997,6,2010-12-09 13:57:00,1,2,25.737799999999996
1147,13985.0,2960.73,7,2010-11-30 08:58:00,10,2,29.6073
1152,13993.0,3309.35,10,2010-11-25 11:03:00,15,2,33.0935
1153,13995.0,2508.32,9,2010-11-25 16:31:00,15,2,25.0832
1159,14001.0,2487.01,7,2010-12-01 12:58:00,9,2,24.8701
1182,14032.0,1874.68,6,2010-12-08 10:53:00,2,2,18.7468
1191,14044.0,2470.28,6,2010-10-17 13:28:00,54,2,24.702800000000003
1193,14047.0,2946.42,10,2010-12-02 10:09:00,8,2,29.4642
1200,14057.0,2190.88,5,2010-11-23 08:38:00,17,2,21.9088
1206,14064.0,1978.68,10,2010-10-05 13:20:00,66,2,19.7868
1227,14092.0,3152.54,10,2010-11-30 14:48:00,10,2,31.5254
1231,14099.0,2661.54,9,2010-11-29 13:03:00,11,2,26.6154
1240,14112.0,2919.44,6,2010-09-14 13:41:00,87,2,29.1944
1264,14147.0,2106.8,7,2010-11-16 08:11:00,24,2,21.068
1272,14159.0,3245.0,9,2010-11-25 13:32:00,15,2,32.45
1274,14161.0,2208.36,5,2010-12-05 13:18:00,5,2,22.0836
1286,14177.0,1669.93,9,2010-11-23 14:23:00,17,2,16.6993
1287,14180.0,1570.73,9,2010-12-02 13:08:00,8,2,15.7073
1308,14205.0,1947.5,7,2010-11-10 14:37:00,30,2,19.475
1312,14209.0,2919.84,9,2010-11-19 13:58:00,21,2,29.198400000000003
1314,14211.0,2161.19,9,2010-10-24 12:54:00,47,2,21.611900000000002
1322,14221.0,3084.69,8,2010-09-16 14:41:00,85,2,30.8469
1326,14227.0,3017.75,5,2010-10-21 10:49:00,50,2,30.1775
1336,14239.0,1882.3200000000002,10,2010-10-04 15:01:00,67,2,18.8232
1349,14257.0,2854.73,4,2010-11-24 16:00:00,16,2,28.5473
1375,14293.0,2221.37,6,2010-12-06 10:18:00,4,2,22.2137
1386,14307.0,2075.31,5,2010-12-01 11:41:00,9,2,20.7531
1411,14341.0,2285.04,10,2010-10-15 15:52:00,56,2,22.8504
1437,14388.0,3488.16,9,2010-12-02 11:02:00,8,2,34.8816
1446,14399.0,2113.16,8,2010-11-10 13:23:00,30,2,21.1316
1448,14401.0,2744.42,9,2010-10-11 15:25:00,60,2,27.444200000000002
1451,14404.0,1424.79,8,2010-12-05 16:00:00,5,2,14.2479
1478,14441.0,2898.8,7,2010-11-30 19:35:00,10,2,28.988000000000003
1479,14442.0,3777.2,5,2010-10-21 15:39:00,50,2,37.772
1487,14451.0,2646.18,10,2010-11-15 14:09:00,25,2,26.461799999999997
1492,14459.0,3537.821,1,2010-02-26 13:26:00,287,2,35.378209999999996
1498,14465.0,2887.4100000000003,8,2010-10-07 15:09:00,64,2,28.874100000000002
1499,14466.0,2374.5,7,2010-12-02 13:36:00,8,2,23.745
1500,14467.0,1622.23,8,2010-11-15 11:01:00,25,2,16.2223
1513,14482.0,2289.76,6,2010-11-25 15:26:00,15,2,22.8976
1521,14492.0,1921.91,7,2010-10-05 13:21:00,66,2,19.2191
1522,14493.0,2746.91,5,2010-11-14 16:16:00,26,2,27.469099999999997
1525,14496.0,2129.42,6,2010-12-01 15:35:00,9,2,21.2942
1537,14514.0,3543.63,6,2010-09-29 13:14:00,72,2,35.4363
1547,14530.0,3271.4900000000002,10,2010-11-08 13:05:00,32,2,32.7149
1549,14532.0,2926.33,7,2010-10-24 12:24:00,47,2,29.2633
1551,14534.0,1824.06,8,2010-11-07 10:44:00,33,2,18.2406
1552,14535.0,3166.54,6,2010-11-09 16:03:00,31,2,31.665399999999998
1555,14540.0,2799.08,8,2010-11-25 10:51:00,15,2,27.9908
1560,14546.0,2619.81,6,2010-11-28 12:15:00,12,2,26.1981
1561,14548.0,1974.69,7,2010-08-12 15:48:00,120,2,19.7469
1572,14562.0,1654.63,8,2010-11-14 11:10:00,26,2,16.546300000000002
1576,14566.0,2660.0,3,2010-10-18 14:57:00,53,2,26.6
1581,14572.0,2782.34,4,2010-10-18 17:11:00,53,2,27.823400000000003
1596,14593.0,3094.02,9,2010-11-07 12:51:00,33,2,30.9402
1609,14608.0,1567.79,7,2010-11-25 15:52:00,15,2,15.6779
1624,14625.0,3598.25,9,2010-11-30 12:33:00,10,2,35.9825
1625,14626.0,2619.65,7,2010-11-09 09:23:00,31,2,26.1965
1641,14649.0,2358.02,5,2010-11-22 13:59:00,18,2,23.5802
1673,14688.0,2082.7,8,2010-12-01 09:37:00,9,2,20.826999999999998
1682,14701.0,2012.72,6,2010-09-23 11:46:00,78,2,20.127200000000002
1689,14710.0,1316.46,9,2010-11-25 13:29:00,15,2,13.1646
1691,14713.0,2752.5099999999998,11,2010-12-09 18:58:00,1,2,27.5251
1706,14732.0,2814.58,11,2010-11-12 16:42:00,28,2,28.145799999999998
1714,14740.0,2712.85,8,2010-10-26 09:47:00,45,2,27.1285
1718,14744.0,2785.1,8,2010-12-08 10:21:00,2,2,27.851
1721,14748.0,1736.57,7,2010-12-06 10:24:00,4,2,17.3657
1735,14770.0,2761.2200000000003,6,2010-08-29 10:45:00,103,2,27.6122
1751,14796.0,2867.15,11,2010-12-08 10:40:00,2,2,28.6715
1755,14800.0,3434.58,6,2010-12-05 11:10:00,5,2,34.3458
1766,14817.0,2849.52,5,2010-11-09 12:15:00,31,2,28.4952
1772,14824.0,2895.2000000000003,6,2010-11-25 12:40:00,15,2,28.952
1789,14844.0,3512.62,6,2010-10-05 11:54:00,66,2,35.1262
1801,14857.0,2478.731,5,2010-09-23 14:09:00,78,2,24.78731
1804,14861.0,1254.94,9,2010-11-24 11:18:00,16,2,12.5494
1829,14896.0,1623.65,7,2010-12-09 12:24:00,1,2,16.2365
1831,14898.0,2204.29,9,2010-12-03 15:25:00,7,2,22.0429
1839,14907.0,2664.69,10,2010-12-07 10:14:00,3,2,26.646900000000002
1844,14913.0,2845.7,4,2010-11-16 16:50:00,24,2,28.456999999999997
1845,14915.0,1503.77,9,2010-11-29 08:23:00,11,2,15.0377
1857,14930.0,2873.77,3,2010-08-26 11:43:00,106,2,28.7377
1881,14963.0,1676.68,7,2010-11-25 11:19:00,15,2,16.7668
1886,14970.0,3327.29,8,2010-10-26 16:35:00,45,2,33.2729
1911,15002.0,3175.52,6,2010-12-07 13:16:00,3,2,31.7552
1918,15013.0,1641.3,10,2010-08-09 12:05:00,123,2,16.413
1926,15024.0,2414.18,8,2010-12-07 17:05:00,3,2,24.1418
1929,15027.0,2129.45,6,2010-11-09 16:53:00,31,2,21.2945
1933,15031.0,2488.44,10,2010-11-10 16:14:00,30,2,24.8844
1942,15043.0,2336.7999999999997,5,2010-09-02 15:09:00,99,2,23.368
1944,15046.0,2598.62,10,2010-10-10 12:09:00,61,2,25.9862
1947,15051.0,2543.55,6,2010-11-25 16:46:00,15,2,25.4355
1952,15059.0,2185.85,10,2010-11-28 11:14:00,12,2,21.8585
1967,15079.0,2871.74,8,2010-12-09 09:25:00,1,2,28.717399999999998
1969,15081.0,1460.92,8,2010-12-07 16:20:00,3,2,14.609200000000001
1980,15100.0,2018.6999999999998,6,2010-12-08 12:09:00,2,2,20.186999999999998
1992,15122.0,2863.69,8,2010-10-13 09:42:00,58,2,28.6369
2008,15142.0,2121.18,5,2010-10-25 15:36:00,46,2,21.211799999999997
2012,15150.0,3686.61,3,2010-09-09 17:19:00,92,2,36.8661
2019,15159.0,3475.7200000000003,4,2010-11-09 11:11:00,31,2,34.757200000000005
2036,15182.0,2376.1020000000003,9,2010-11-19 10:31:00,21,2,23.761020000000002
2049,15199.0,1853.7,6,2010-11-30 10:56:00,10,2,18.537
2053,15203.0,2572.38,9,2010-11-14 12:14:00,26,2,25.7238
2066,15222.0,2965.91,10,2010-08-24 10:39:00,108,2,29.6591
2075,15240.0,2753.41,7,2010-11-30 11:51:00,10,2,27.5341
2080,15245.0,2095.0,5,2010-11-02 12:58:00,38,2,20.95
2084,15249.0,2577.54,5,2010-10-05 16:34:00,66,2,25.7754
2090,15255.0,2838.57,8,2010-11-08 15:12:00,32,2,28.3857
2103,15271.0,2202.4700000000003,10,2010-12-09 13:47:00,1,2,22.024700000000003
2119,15290.0,2553.06,8,2010-11-11 12:04:00,29,2,25.5306
2126,15299.0,3484.5299999999997,6,2010-12-02 16:51:00,8,2,34.845299999999995
2127,15301.0,2533.09,6,2010-12-06 12:21:00,4,2,25.3309
2132,15306.0,2310.38,6,2010-07-27 14:39:00,136,2,23.1038
2136,15312.0,2005.3400000000001,8,2010-11-21 15:10:00,19,2,20.0534
2146,15329.0,1934.63,8,2010-11-30 11:24:00,10,2,19.3463
2160,15353.0,2398.93,6,2010-12-07 11:49:00,3,2,23.9893
2168,15365.0,2242.81,6,2010-11-01 10:44:00,39,2,22.4281
2170,15367.0,3203.74,7,2010-10-17 15:05:00,54,2,32.0374
2182,15380.0,1788.8,7,2010-12-09 15:01:00,1,2,17.887999999999998
2193,15394.0,3103.26,7,2010-11-09 12:26:00,31,2,31.032600000000002
2208,15421.0,2854.98,6,2010-11-19 13:21:00,21,2,28.5498
2222,15443.0,1939.02,7,2010-08-22 12:45:00,110,2,19.3902
2231,15456.0,1672.05,7,2010-11-01 17:05:00,39,2,16.7205
2250,15482.0,3537.6,7,2010-11-18 11:02:00,22,2,35.376
2253,15485.0,3196.51,5,2010-12-01 13:23:00,9,2,31.965100000000003
2267,15502.0,3608.54,5,2010-12-06 14:55:00,4,2,36.0854
2274,15514.0,2459.09,7,2010-11-25 14:53:00,15,2,24.5909
2276,15518.0,2276.4900000000002,7,2010-11-25 19:36:00,15,2,22.7649
2285,15532.0,2190.9700000000003,6,2010-11-28 15:18:00,12,2,21.9097
2289,15538.0,3358.3999999999996,6,2010-06-20 10:49:00,173,2,33.583999999999996
2299,15550.0,1643.17,8,2010-11-26 11:14:00,14,2,16.4317
2311,15569.0,2210.64,5,2010-11-14 10:46:00,26,2,22.106399999999997
2313,15571.0,3401.2,10,2010-11-18 14:25:00,22,2,34.012
2320,15580.0,1381.19,8,2010-11-28 11:00:00,12,2,13.811900000000001
2336,15602.0,1932.64,8,2010-12-06 15:35:00,4,2,19.3264
2339,15606.0,2310.83,8,2010-11-14 15:27:00,26,2,23.1083
2340,15607.0,1604.21,8,2010-06-14 11:55:00,179,2,16.0421
2344,15614.0,3147.36,4,2010-09-28 10:46:00,73,2,31.4736
2350,15623.0,2136.02,7,2010-11-11 10:19:00,29,2,21.3602
2354,15628.0,2782.02,9,2010-12-08 09:51:00,2,2,27.8202
2363,15638.0,2265.2,6,2010-11-26 11:52:00,14,2,22.651999999999997
2366,15641.0,3458.35,8,2010-11-08 14:05:00,32,2,34.5835
2385,15673.0,3533.77,5,2010-09-14 11:08:00,87,2,35.3377
2390,15680.0,3173.9,8,2010-12-08 14:43:00,2,2,31.739
2391,15681.0,1563.54,9,2010-11-25 15:07:00,15,2,15.635399999999999
2412,15712.0,2400.05,7,2010-11-25 18:04:00,15,2,24.000500000000002
2416,15716.0,1938.0,8,2010-12-05 12:26:00,5,2,19.38
2421,15722.0,3035.54,6,2010-09-20 16:48:00,81,2,30.3554
2430,15732.0,1387.95,9,2010-12-02 15:00:00,8,2,13.8795
2440,15751.0,1380.44,11,2010-09-05 12:44:00,96,2,13.804400000000001
2442,15754.0,2579.04,6,2010-08-03 09:15:00,129,2,25.790399999999998
2443,15755.0,3628.87,11,2010-11-25 14:25:00,15,2,36.2887
2464,15785.0,3640.96,11,2010-11-25 16:55:00,15,2,36.4096
2465,15786.0,3582.62,2,2010-10-18 08:11:00,53,2,35.8262
2473,15796.0,2464.27,9,2010-11-30 10:40:00,10,2,24.6427
2485,15812.0,3400.33,7,2010-09-30 13:30:00,71,2,34.003299999999996
2488,15817.0,2766.4,3,2010-10-15 11:07:00,56,2,27.664
2490,15819.0,2029.34,6,2010-10-04 15:14:00,67,2,20.2934
2510,15854.0,2609.16,9,2010-11-28 10:42:00,12,2,26.0916
2514,15858.0,2521.52,9,2010-12-07 14:31:00,3,2,25.2152
2516,15860.0,1528.0,10,2010-12-06 11:38:00,4,2,15.28
2518,15862.0,2095.41,10,2010-12-01 11:21:00,9,2,20.954099999999997
2551,15903.0,3813.0800000000004,5,2010-11-26 12:44:00,14,2,38.1308
2556,15911.0,1702.34,8,2010-03-26 12:06:00,259,2,17.0234
2561,15916.0,1899.08,7,2010-12-08 13:14:00,2,2,18.9908
2587,15953.0,2010.1699999999998,11,2010-12-05 15:15:00,5,2,20.101699999999997
2598,15965.0,2167.45,10,2010-12-07 13:18:00,3,2,21.6745
2600,15967.0,2622.77,10,2010-11-25 13:42:00,15,2,26.2277
2613,15983.0,2483.8,6,2010-12-09 10:45:00,1,2,24.838
2630,16003.0,2878.46,5,2010-11-23 16:30:00,17,2,28.7846
2631,16004.0,2146.39,5,2010-08-22 11:48:00,110,2,21.4639
2632,16005.0,1820.83,6,2010-11-29 11:48:00,11,2,18.208299999999998
2636,16010.0,1316.56,8,2010-11-28 11:19:00,12,2,13.1656
2647,16027.0,1113.74,9,2010-09-08 12:44:00,93,2,11.1374
2650,16032.0,1970.45,6,2010-09-09 18:00:00,92,2,19.7045
2651,16033.0,2019.73,8,2010-12-05 10:36:00,5,2,20.1973
2672,16059.0,1757.91,7,2010-12-07 10:36:00,3,2,17.5791
2677,16065.0,2010.53,8,2010-12-09 13:03:00,1,2,20.1053
2678,16067.0,3395.29,3,2010-05-26 12:33:00,198,2,33.9529
2682,16072.0,3744.57,3,2010-10-07 16:48:00,64,2,37.4457
2698,16094.0,2617.33,7,2010-11-29 15:54:00,11,2,26.173299999999998
2701,16098.0,2442.47,8,2010-12-01 09:45:00,9,2,24.424699999999998
2706,16104.0,2476.25,8,2010-10-17 10:34:00,54,2,24.7625
2723,16128.0,1920.83,6,2010-11-24 15:26:00,16,2,19.208299999999998
2737,16143.0,2485.89,7,2010-12-05 15:18:00,5,2,24.8589
2738,16145.0,3005.9500000000003,8,2010-11-16 15:58:00,24,2,30.059500000000003
2743,16150.0,2342.57,6,2010-12-02 18:27:00,8,2,23.425700000000003
2744,16153.0,3309.2599999999998,6,2010-10-15 09:29:00,56,2,33.0926
2746,16156.0,3096.14,11,2010-11-22 09:57:00,18,2,30.961399999999998
2760,16177.0,1915.36,7,2010-09-29 10:12:00,72,2,19.153599999999997
2763,16182.0,3354.0,5,2010-09-27 09:41:00,74,2,33.54
2768,16190.0,2508.4700000000003,7,2010-11-10 09:43:00,30,2,25.0847
2775,16197.0,2016.71,9,2010-08-27 12:56:00,105,2,20.1671
2780,16202.0,2136.72,8,2010-10-18 14:10:00,53,2,21.367199999999997
2784,16206.0,2065.26,9,2010-11-17 10:06:00,23,2,20.652600000000003
2785,16208.0,2776.19,8,2010-11-10 13:09:00,30,2,27.7619
2797,16225.0,1771.0900000000001,10,2010-11-02 15:39:00,38,2,17.710900000000002
2817,16253.0,3626.29,5,2010-10-15 14:51:00,56,2,36.2629
2819,16255.0,2286.89,8,2010-12-09 14:25:00,1,2,22.8689
2842,16283.0,2833.01,3,2010-10-17 16:17:00,54,2,28.3301
2852,16293.0,2408.96,6,2010-12-07 15:02:00,3,2,24.0896
2859,16303.0,2567.64,4,2010-11-12 15:05:00,28,2,25.676399999999997
2868,16316.0,2806.0,5,2010-11-24 08:35:00,16,2,28.06
2873,16325.0,3003.26,9,2010-10-11 09:40:00,60,2,30.032600000000002
2874,16326.0,1716.03,10,2010-11-21 11:03:00,19,2,17.1603
2879,16331.0,2037.7,6,2010-10-03 13:47:00,68,2,20.377
2882,16335.0,2774.0,7,2010-06-06 11:35:00,187,2,27.74
2883,16336.0,3517.69,4,2010-10-15 12:32:00,56,2,35.1769
2890,16347.0,2621.76,9,2010-11-16 14:15:00,24,2,26.2176
2902,16365.0,1766.78,7,2010-12-07 17:19:00,3,2,17.6678
2915,16383.0,2306.48,5,2010-11-08 14:48:00,32,2,23.0648
2924,16393.0,2515.45,11,2010-12-05 13:10:00,5,2,25.1545
2925,16395.0,2050.95,9,2010-11-11 12:18:00,29,2,20.5095
2929,16400.0,2855.5099999999998,8,2010-11-09 14:11:00,31,2,28.555099999999996
2930,16401.0,2750.83,11,2010-11-25 08:20:00,15,2,27.5083
2935,16409.0,3680.16,7,2010-11-24 13:25:00,16,2,36.8016
2942,16416.0,1921.48,6,2010-11-14 13:24:00,26,2,19.2148
2971,16455.0,2543.19,6,2010-12-03 16:45:00,7,2,25.4319
2977,16466.0,2235.13,8,2010-11-21 11:30:00,19,2,22.351300000000002
2978,16467.0,2869.16,7,2010-07-19 11:49:00,144,2,28.691599999999998
2981,16470.0,1696.21,7,2010-11-08 12:28:00,32,2,16.9621
2998,16499.0,2212.89,6,2010-11-30 12:19:00,10,2,22.128899999999998
3002,16503.0,2182.41,7,2010-11-09 09:34:00,31,2,21.824099999999998
3005,16510.0,1851.8999999999999,6,2010-12-02 13:39:00,8,2,18.519
3013,16523.0,2497.86,7,2010-10-20 12:42:00,51,2,24.9786
3026,16539.0,2343.2,7,2010-12-01 15:40:00,9,2,23.432
3046,16560.0,2206.9700000000003,6,2010-11-07 12:04:00,33,2,22.0697
3048,16563.0,3345.02,5,2010-11-04 14:11:00,36,2,33.4502
3053,16570.0,3695.91,10,2010-11-25 13:03:00,15,2,36.9591
3054,16571.0,2827.05,7,2010-11-09 17:41:00,31,2,28.270500000000002
3078,16607.0,2359.16,11,2010-11-05 12:57:00,35,2,23.5916
3091,16631.0,1892.52,7,2010-08-15 11:20:00,117,2,18.9252
3095,16636.0,3802.04,4,2010-09-27 13:13:00,74,2,38.0204
3111,16655.0,2753.85,7,2010-10-24 14:59:00,47,2,27.5385
